"region","subregion","count"
"pennsylvania","susquehanna",31895
"pennsylvania","tioga",84167
"pennsylvania","union",90180
"pennsylvania","venango",115098
"pennsylvania","warren",27673
"pennsylvania","washington",174241
"pennsylvania","wayne",31975
"pennsylvania","westmoreland",1019442
"pennsylvania","wyoming",17214
"pennsylvania","york",309981
"rhode island","bristol",42695
"rhode island","kent",154116
"rhode island","newport",148043
"rhode island","providence",986532
"rhode island","washington",344371
"south carolina","abbeville",30330
"south carolina","aiken",131261
"south carolina","allendale",1336
"south carolina","anderson",181578
"south carolina","bamberg",13816
"south carolina","barnwell",13913
"south carolina","beaufort",94865
"south carolina","berkeley",200561
"south carolina","calhoun",2936
"south carolina","charleston",564977
"south carolina","cherokee",36029
"south carolina","chester",13272
"south carolina","chesterfield",21285
"south carolina","clarendon",8656
"south carolina","colleton",17355
"south carolina","darlington",27751
"south carolina","dillon",8304
"south carolina","dorchester",71284
"south carolina","edgefield",8093
"south carolina","fairfield",7654
"south carolina","florence",73077
"south carolina","georgetown",91525
"south carolina","greenville",1179393
"south carolina","greenwood",27358
"south carolina","hampton",3483
"south carolina","horry",202040
"south carolina","jasper",4364
"south carolina","kershaw",53938
"south carolina","lancaster",118962
"south carolina","laurens",23418
"south carolina","lee",2180
"south carolina","lexington",253276
"south carolina","marion",13224
"south carolina","marlboro",8151
"south carolina","mccormick",3572
"south carolina","newberry",15492
"south carolina","oconee",50309
"south carolina","orangeburg",39687
"south carolina","pickens",88572
"south carolina","richland",801862
"south carolina","saluda",659
"south carolina","spartanburg",408117
"south carolina","sumter",65127
"south carolina","union",13962
"south carolina","williamsburg",12732
"south carolina","york",246927
"south dakota","aurora",127
"south dakota","beadle",10236
"south dakota","bennett",127
"south dakota","bon homme",11403
"south dakota","brookings",90957
"south dakota","brown",33081
"south dakota","brule",4025
"south dakota","buffalo",382
"south dakota","butte",3059
"south dakota","campbell",255
"south dakota","charles mix",4767
"south dakota","clark",1402
"south dakota","clay",28451
"south dakota","codington",23389
"south dakota","corson",891
"south dakota","custer",9002
"south dakota","davison",29731
"south dakota","day",890
"south dakota","deuel",4208
"south dakota","dewey",7799
"south dakota","douglas",1027
"south dakota","edmunds",7
"south dakota","fall river",4622
"south dakota","faulk",1147
"south dakota","grant",3191
"south dakota","gregory",2296
"south dakota","haakon",509
"south dakota","hamlin",3573
"south dakota","hand",1149
"south dakota","hanson",388
"south dakota","harding",255
"south dakota","hughes",54
"south dakota","hutchinson",2811
"south dakota","hyde",2042
"south dakota","jackson",127
"south dakota","jerauld",636
"south dakota","jones",255
"south dakota","kingsbury",3686
"south dakota","lake",70130
"south dakota","lawrence",30713
"south dakota","lincoln",22240
"south dakota","lyman",3591
"south dakota","marshall",4341
"south dakota","mccook",2039
"south dakota","mcpherson",1146
"south dakota","meade",13536
"south dakota","mellette",255
"south dakota","miner",1531
"south dakota","minnehaha",267113
"south dakota","moody",3742
"south dakota","pennington",153999
"south dakota","perkins",1275
"south dakota","potter",2300
"south dakota","roberts",4721
"south dakota","sanborn",891
"south dakota","shannon",2164
"south dakota","spink",1910
"south dakota","stanley",31
"south dakota","sully",78309
"south dakota","todd",1693
"south dakota","tripp",5378
"south dakota","turner",1957
"south dakota","union",9360
"south dakota","walworth",382
"south dakota","yankton",15802
"south dakota","ziebach",1277
"tennessee","anderson",324808
"tennessee","bedford",30871
"tennessee","benton",10634
"tennessee","bledsoe",3959
"tennessee","blount",120229
"tennessee","bradley",67288
"tennessee","campbell",32256
"tennessee","cannon",3575
"tennessee","carroll",8439
"tennessee","carter",12924
"tennessee","cheatham",15829
"tennessee","chester",7647
"tennessee","claiborne",18672
"tennessee","clay",2936
"tennessee","cocke",20562
"tennessee","coffee",81247
"tennessee","crockett",26930
"tennessee","cumberland",50413
"tennessee","davidson",1960916
"tennessee","de kalb",7018
"tennessee","decatur",8689
"tennessee","dickson",16343
"tennessee","dyer",27653
"tennessee","fayette",14464
"tennessee","fentress",8938
"tennessee","franklin",77317
"tennessee","gibson",20986
"tennessee","giles",15979
"tennessee","grainger",9306
"tennessee","greene",38106
"tennessee","grundy",8682
"tennessee","hamblen",38541
"tennessee","hamilton",549616
"tennessee","hancock",1914
"tennessee","hardeman",7938
"tennessee","hardin",16146
"tennessee","hawkins",14504
"tennessee","haywood",12277
"tennessee","henderson",7399
"tennessee","henry",20979
"tennessee","hickman",8442
"tennessee","houston",5715
"tennessee","humphreys",6723
"tennessee","jackson",5372
"tennessee","jefferson",26800
"tennessee","johnson",7577
"tennessee","knox",775204
"tennessee","lake",516
"tennessee","lauderdale",22593
"tennessee","lawrence",24680
"tennessee","lewis",3950
"tennessee","lincoln",16600
"tennessee","loudon",38515
"tennessee","macon",8737
"tennessee","madison",109540
"tennessee","marion",19013
"tennessee","marshall",20635
"tennessee","maury",54932
"tennessee","mcminn",29058
"tennessee","mcnairy",8263
"tennessee","meigs",3152
"tennessee","monroe",20600
"tennessee","montgomery",165711
"tennessee","moore",3704
"tennessee","morgan",9107
"tennessee","obion",14663
"tennessee","overton",11128
"tennessee","perry",5738
"tennessee","pickett",1912
"tennessee","polk",16037
"tennessee","putnam",133204
"tennessee","rhea",23246
"tennessee","roane",38361
"tennessee","robertson",30846
"tennessee","rutherford",248438
"tennessee","scott",11632
"tennessee","sequatchie",5752
"tennessee","sevier",98482
"tennessee","shelby",1838186
"tennessee","smith",6919
"tennessee","stewart",2551
"tennessee","sullivan",358941
"tennessee","sumner",109323
"tennessee","tipton",23856
"tennessee","trousdale",1433
"tennessee","unicoi",8777
"tennessee","union",7030
"tennessee","van buren",1148
"tennessee","warren",27447
"tennessee","washington",230416
"tennessee","wayne",8408
"tennessee","weakley",34704
"tennessee","white",18642
"tennessee","williamson",179008
"tennessee","wilson",131384
"texas","anderson",41981
"texas","andrews",8184
"texas","angelina",40444
"texas","archer",11627
"texas","atascosa",18571
"texas","austin",22301
"texas","bailey",9395
"texas","bandera",23248
"texas","bastrop",45981
"texas","baylor",2041
"texas","bee",11489
"texas","bell",318587
"texas","bexar",3036661
"texas","blanco",22279
"texas","borden",127
"texas","bosque",13902
"texas","bowie",36248
"texas","brazoria",238077
"texas","brazos",339911
"texas","brewster",11315
"texas","briscoe",1019
"texas","brooks",765
"texas","brown",29449
"texas","burleson",12067
"texas","burnet",32454
"texas","caldwell",19995
"texas","calhoun",9717
"texas","callahan",4526
"texas","cameron",124958
"texas","camp",6282
"texas","carson",9451
"texas","cass",10489
"texas","castro",5325
"texas","chambers",15210
"texas","cherokee",36957
"texas","childress",2197
"texas","clay",3839
"texas","cochran",764
"texas","coke",2425
"texas","coleman",6270
"texas","collin",2842473
"texas","collingsworth",382
"texas","colorado",8890
"texas","comal",53062
"texas","comanche",15676
"texas","concho",1799
"texas","cooke",18071
"texas","coryell",47523
"texas","cottle",765
"texas","crane",9383
"texas","crockett",1416
"texas","crosby",3319
"texas","culberson",509
"texas","dallam",18280
"texas","dallas",9567522
"texas","dawson",7533
"texas","de witt",14693
"texas","deaf smith",6009
"texas","delta",636
"texas","denton",711868
"texas","dickens",766
"texas","dimmit",7199
"texas","donley",2168
"texas","duval",637
"texas","eastland",12146
"texas","ector",85215
"texas","edwards",2042
"texas","el paso",648203
"texas","ellis",182997
"texas","erath",29898
"texas","falls",11629
"texas","fannin",14150
"texas","fayette",11354
"texas","fisher",1807
"texas","floyd",9446
"texas","foard",766
"texas","fort bend",556463
"texas","franklin",6131
"texas","freestone",5623
"texas","frio",12781
"texas","gaines",3507
"texas","galveston",242834
"texas","garza",1657
"texas","gillespie",16231
"texas","glasscock",2808
"texas","goliad",382
"texas","gonzales",10133
"texas","gray",16861
"texas","grayson",82722
"texas","gregg",81006
"texas","grimes",7528
"texas","guadalupe",96314
"texas","hale",8861
"texas","hall",1276
"texas","hamilton",5486
"texas","hansford",5364
"texas","hardeman",2612
"texas","hardin",27322
"texas","harris",27583956
"texas","harrison",77729
"texas","hartley",1021
"texas","haskell",5621
"texas","hays",212350
"texas","hemphill",4664
"texas","henderson",44725
"texas","hidalgo",575124
"texas","hill",19663
"texas","hockley",23610
"texas","hood",41645
"texas","hopkins",9667
"texas","houston",6625
"texas","howard",21343
"texas","hudspeth",11131
"texas","hunt",54815
"texas","hutchinson",9764
"texas","irion",637
"texas","jack",3442
"texas","jackson",6526
"texas","jasper",22863
"texas","jeff davis",2934
"texas","jefferson",205054
"texas","jim hogg",1020
"texas","jim wells",13552
"texas","johnson",103207
"texas","jones",21039
"texas","karnes",6041
"texas","kaufman",66618
"texas","kendall",22513
"texas","kerr",61999
"texas","kimble",1529
"texas","kinney",255
"texas","kleberg",81719
"texas","knox",1401
"texas","la salle",1786
"texas","lamar",25560
"texas","lamb",4854
"texas","lampasas",15986
"texas","lavaca",4674
"texas","lee",4180
"texas","leon",13007
"texas","liberty",40497
"texas","limestone",7484
"texas","lipscomb",3952
"texas","live oak",2321
"texas","llano",11365
"texas","lubbock",403579
"texas","lynn",2683
"texas","madison",7413
"texas","marion",6893
"texas","martin",127
"texas","mason",3575
"texas","matagorda",83903
"texas","maverick",20293
"texas","mcculloch",3857
"texas","mclennan",288652
"texas","mcmullen",511
"texas","medina",10942
"texas","menard",254
"texas","midland",107236
"texas","milam",15884
"texas","mills",2680
"texas","mitchell",5499
"texas","montague",11259
"texas","montgomery",539659
"texas","moore",8804
"texas","morris",2300
"texas","nacogdoches",86045
"texas","navarro",26341
"texas","newton",2936
"texas","nolan",49750
"texas","nueces",78385
"texas","ochiltree",8431
"texas","oldham",382
"texas","orange",50437
"texas","palo pinto",9580
"texas","panola",20149
"texas","parker",81677
"texas","parmer",2812
"texas","pecos",10983
"texas","polk",20092
"texas","potter",130131
"texas","presidio",4084
"texas","rains",7275
"texas","randall",85885
"texas","reagan",636
"texas","real",2422
"texas","red river",2931
"texas","reeves",4626
"texas","refugio",1048
"texas","roberts",765
"texas","robertson",4779
"texas","rockwall",79656
"texas","runnels",4118
"texas","rusk",36540
"texas","sabine",5871
"texas","san augustine",5380
"texas","san jacinto",7048
"texas","san patricio",24450
"texas","san saba",3317
"texas","schleicher",1086
"texas","scurry",6094
"texas","shackelford",1657
"texas","shelby",8926
"texas","sherman",1659
"texas","smith",158327
"texas","somervell",9702
"texas","starr",9836
"texas","stephens",2686
"texas","sterling",134
"texas","stonewall",907
"texas","sutton",1753
"texas","swisher",3829
"texas","tarrant",2415561
"texas","taylor",168371
"texas","terrell",383
"texas","terry",12012
"texas","throckmorton",540
"texas","titus",16326
"texas","tom green",82022
"texas","travis",6695342
"texas","trinity",6247
"texas","tyler",4495
"texas","upshur",30866
"texas","upton",255
"texas","uvalde",11963
"texas","val verde",22892
"texas","van zandt",28740
"texas","victoria",41138
"texas","walker",99222
"texas","waller",86180
"texas","ward",5419
"texas","washington",33378
"texas","webb",135513
"texas","wharton",18313
"texas","wheeler",5253
"texas","wichita",97434
"texas","wilbarger",6076
"texas","willacy",6648
"texas","williamson",878223
"texas","wilson",45886
"texas","winkler",1155
"texas","wise",36637
"texas","wood",26502
"texas","yoakum",4978
"texas","young",18429
"texas","zapata",3833
"texas","zavala",545
"utah","beaver",4990
"utah","box elder",39421
"utah","cache",259841
"utah","carbon",81111
"utah","daggett",3960
"utah","davis",254795
"utah","duchesne",19698
"utah","emery",19689
"utah","garfield",6769
"utah","iron",105972
"utah","juab",13020
"utah","kane",7150
"utah","millard",25695
"utah","morgan",5751
"utah","piute",3414
"utah","rich",4474
"utah","salt lake",3399900
"utah","san juan",39496
"utah","sanpete",86105
"utah","sevier",20081
"utah","summit",69502
"utah","tooele",56983
"utah","uintah",34865
"utah","utah",2074111
"utah","wasatch",31613
"utah","washington",194629
"utah","wayne",8313
"utah","weber",649407
"vermont","addison",86406
"vermont","bennington",25235
"vermont","caledonia",18368
"vermont","chittenden",330642
"vermont","essex",2443
"vermont","franklin",14422
"vermont","grand isle",1310
"vermont","lamoille",24892
"vermont","orange",14018
"vermont","orleans",10169
"vermont","rutland",99541
"vermont","washington",251934
"vermont","windham",65317
"vermont","windsor",44213
"virginia","accomack",41338
"virginia","albemarle",329865
"virginia","alleghany",11724
"virginia","amelia",7121
"virginia","amherst",19526
"virginia","appomattox",3250
"virginia","arlington",580164
"virginia","augusta",255824
"virginia","bath",3152
"virginia","bedford",57873
"virginia","bland",826
"virginia","botetourt",23711
"virginia","brunswick",8733
"virginia","buchanan",7878
"virginia","buckingham",3337
"virginia","campbell",229323
"virginia","caroline",30663
"virginia","carroll",5350
"virginia","charles city",1252
"virginia","charlotte",1533
"virginia","chesterfield",442276
"virginia","clarke",9750
"virginia","craig",2928
"virginia","culpeper",24148
"virginia","cumberland",1912
"virginia","dickenson",6369
"virginia","dinwiddie",19729
"virginia","essex",9332
"virginia","fairfax",25625820
"virginia","fauquier",73676
"virginia","floyd",8069
"virginia","fluvanna",15429
"virginia","franklin",20960
"virginia","frederick",89720
"virginia","giles",14563
"virginia","gloucester",41423
"virginia","goochland",30252
"virginia","grayson",10564
"virginia","greene",6776
"virginia","greensville",17486
"virginia","halifax",12854
"virginia","hampton",168730
"virginia","hanover",101836
"virginia","henrico",1847077
"virginia","henry",38591
"virginia","highland",3706
"virginia","isle of wight",25451
"virginia","james city",123815
"virginia","king and queen",3826
"virginia","king george",30727
"virginia","king william",25360
"virginia","lancaster",5081
"virginia","lee",8522
"virginia","loudoun",13634897
"virginia","louisa",23716
"virginia","lunenburg",4764
"virginia","madison",5116
"virginia","mathews",5615
"virginia","mecklenburg",14431
"virginia","middlesex",11281
"virginia","montgomery",206102
"virginia","nelson",9176
"virginia","new kent",15334
"virginia","newport news",300626
"virginia","norfolk",704715
"virginia","northampton",15089
"virginia","northumberland",13283
"virginia","nottoway",5882
"virginia","orange",16012
"virginia","page",17193
"virginia","patrick",10215
"virginia","pittsylvania",45670
"virginia","powhatan",13303
"virginia","prince edward",96106
"virginia","prince george",143260
"virginia","prince william",485287
"virginia","pulaski",86311
"virginia","rappahannock",6402
"virginia","richmond",11765
"virginia","roanoke",184591
"virginia","rockbridge",150583
"virginia","rockingham",137941
"virginia","russell",8772
"virginia","scott",20165
"virginia","shenandoah",30552
"virginia","smyth",16819
"virginia","southampton",3011
"virginia","spotsylvania",149661
"virginia","stafford",1052840
"virginia","suffolk",66281
"virginia","surry",1803
"virginia","sussex",4518
"virginia","tazewell",26426
"virginia","virginia beach",481341
"virginia","warren",14768
"virginia","washington",47020
"virginia","westmoreland",6661
"virginia","wise",85652
"virginia","wythe",13135
"virginia","york",53802
"washington","adams",12294
"washington","asotin",10569
"washington","benton",440014
"washington","chelan",51178
"washington","clallam",42864
"washington","clark",458825
"washington","columbia",1665
"washington","cowlitz",74682
"washington","douglas",43160
"washington","ferry",3325
"washington","franklin",48351
"washington","garfield",1276
"washington","grant",73601
"washington","grays harbor",16291
"washington","island",95136
"washington","jefferson",8207
"washington","king",5107300
"washington","kitsap",110505
"washington","kittitas",46493
"washington","klickitat",11657
"washington","lewis",39811
"washington","lincoln",6614
"washington","mason",46672
"washington","okanogan",19175
"washington","pacific",14438
"washington","pend oreille",14570
"washington","pierce",1042395
"washington","san juan",16354
"washington","skagit",72689
"washington","skamania",23703
"washington","snohomish",727169
"washington","spokane",880171
"washington","stevens",22536
"washington","thurston",905851
"washington","wahkiakum",2560
"washington","walla walla",90453
"washington","whatcom",48220
"washington","whitman",111716
"washington","yakima",143757
"west virginia","barbour",6719
"west virginia","berkeley",65036
"west virginia","boone",11196
"west virginia","braxton",2943
"west virginia","brooke",6210
"west virginia","cabell",62557
"west virginia","calhoun",6246
"west virginia","clay",1782
"west virginia","doddridge",1016
"west virginia","fayette",13197
"west virginia","gilmer",2822
"west virginia","grant",7648
"west virginia","greenbrier",13009
"west virginia","hampshire",12106
"west virginia","hancock",16146
"west virginia","hardy",9315
"west virginia","harrison",149845
"west virginia","jackson",13529
"west virginia","jefferson",47166
"west virginia","kanawha",178199
"west virginia","lewis",7528
"west virginia","lincoln",4466
"west virginia","logan",16060
"west virginia","marion",43424
"west virginia","marshall",10586
"west virginia","mason",12085
"west virginia","mcdowell",11361
"west virginia","mercer",50736
"west virginia","mineral",26910
"west virginia","mingo",8546
"west virginia","monongalia",191444
"west virginia","monroe",3189
"west virginia","morgan",12646
"west virginia","nicholas",12348
"west virginia","ohio",109144
"west virginia","pendleton",3703
"west virginia","pleasants",4719
"west virginia","pocahontas",5616
"west virginia","preston",9894
"west virginia","putnam",32332
"west virginia","raleigh",33879
"west virginia","randolph",18613
"west virginia","ritchie",3442
"west virginia","roane",5527
"west virginia","summers",2817
"west virginia","taylor",4444
"west virginia","tucker",7659
"west virginia","tyler",3453
"west virginia","upshur",16640
"west virginia","wayne",25493
"west virginia","webster",1528
"west virginia","wetzel",6042
"west virginia","wirt",509
"west virginia","wood",44427
"west virginia","wyoming",11696
"wisconsin","adams",19004
"wisconsin","ashland",10760
"wisconsin","barron",37127
"wisconsin","bayfield",7438
"wisconsin","brown",434200
"wisconsin","buffalo",9292
"wisconsin","burnett",4333
"wisconsin","calumet",21787
"wisconsin","chippewa",20051
"wisconsin","clark",8407
"wisconsin","columbia",27908
"wisconsin","crawford",7255
"wisconsin","dane",1989112
"wisconsin","dodge",49610
"wisconsin","door",35380
"wisconsin","douglas",85696
"wisconsin","dunn",84654
"wisconsin","eau claire",296571
"wisconsin","florence",254
"wisconsin","fond du lac",130409
"wisconsin","forest",4849
"wisconsin","grant",86697
"wisconsin","green",21712
"wisconsin","green lake",7270
"wisconsin","iowa",10333
"wisconsin","iron",763
"wisconsin","jackson",11914
"wisconsin","jefferson",50724
"wisconsin","juneau",17449
"wisconsin","kenosha",172597
"wisconsin","kewaunee",10987
"wisconsin","la crosse",430486
"wisconsin","lafayette",7591
"wisconsin","langlade",21798
"wisconsin","lincoln",10807
"wisconsin","manitowoc",45203
"wisconsin","marathon",111932
"wisconsin","marinette",30175
"wisconsin","marquette",11120
"wisconsin","milwaukee",1954958
"wisconsin","monroe",42406
"wisconsin","oconto",35881
"wisconsin","oneida",45970
"wisconsin","outagamie",236875
"wisconsin","ozaukee",64241
"wisconsin","pepin",542
"wisconsin","pierce",93498
"wisconsin","polk",26554
"wisconsin","portage",164386
"wisconsin","price",4539
"wisconsin","racine",430634
"wisconsin","richland",6793
"wisconsin","rock",164353
"wisconsin","rusk",4742
"wisconsin","sauk",52154
"wisconsin","sawyer",17974
"wisconsin","shawano",35532
"wisconsin","sheboygan",80527
"wisconsin","st croix",66451
"wisconsin","taylor",8182
"wisconsin","trempealeau",10218
"wisconsin","vernon",19502
"wisconsin","vilas",12720
"wisconsin","walworth",168582
"wisconsin","washburn",9334
"wisconsin","washington",94417
"wisconsin","waukesha",767516
"wisconsin","waupaca",37931
"wisconsin","waushara",13295
"wisconsin","winnebago",175874
"wisconsin","wood",56168
"wyoming","albany",102104
"wyoming","big horn",7394
"wyoming","campbell",85197
"wyoming","carbon",14795
"wyoming","converse",14597
"wyoming","crook",2934
"wyoming","fremont",90095
"wyoming","goshen",11395
"wyoming","hot springs",3575
"wyoming","johnson",7482
"wyoming","laramie",635108
"wyoming","lincoln",13300
"wyoming","natrona",89718
"wyoming","niobrara",6400
"wyoming","park",32951
"wyoming","platte",13385
"wyoming","sheridan",39916
"wyoming","sublette",11164
"wyoming","sweetwater",86716
"wyoming","teton",33461
"wyoming","uinta",29050
"wyoming","washakie",6927
"wyoming","weston",5615
