"subregion","region","pop","high","college","income","poppermile","establishments","employees","ipaddr"
"tishomingo","mississippi",19591,76.5,11.8,30734,46.2,345,3995,4634
"titus","texas",32663,72.4,13.4,39886,79.6,643,12419,16326
"todd","kentucky",12651,74.9,9.2,39417,33.3,186,1437,4020
"todd","minnesota",24509,85.2,11.8,44202,26.3,541,4801,13527
"todd","south dakota",9942,79.7,14.9,27431,6.9,52,1704,1693
"tolland","connecticut",151539,92.4,36.5,80333,372.2,2398,29450,172021
"tom green","texas",113281,81.9,22.3,43465,72.4,2592,36211,82022
"tompkins","new york",102554,92.6,49.8,49789,214,2326,45545,413788
"tooele","utah",59870,91.7,19.5,63228,8.4,736,10536,56983
"toole","montana",5220,88.3,17.9,44688,2.8,197,1514,1661
"toombs","georgia",27315,81.3,14,32462,74.8,682,8644,19369
"torrance","new mexico",16021,81.6,12.5,32435,4.9,230,1748,4766
"towner","north dakota",2318,89.2,20.5,47703,2.2,85,539,1023
"towns","georgia",10495,85.3,21,39309,62.9,293,2837,6949
"traill","north dakota",8072,89.5,26,48341,9.4,276,2555,4854
"transylvania","north carolina",32849,86.9,27.3,41103,87.4,789,6876,35597
"traverse","minnesota",3451,89.5,16.3,44773,6.2,128,844,1019
"travis","texas",1095584,86.7,44,55452,1034.4,28910,478110,6695342
"treasure","montana",736,88.1,25.5,38571,0.7,20,76,510
"trego","kansas",2986,89.3,19.1,42009,3.4,127,876,2086
"trempealeau","wisconsin",29297,86.3,17.1,47437,39.3,650,11456,10218
"treutlen","georgia",6769,74.1,9.2,31848,34.5,85,699,2042
"trigg","kentucky",14447,81,16.8,43331,32.5,235,2250,9720
"trimble","kentucky",8787,82.5,13.1,52224,58.1,84,647,2771
"trinity","california",13526,90.3,19.3,37672,4.3,258,1461,23239
"trinity","texas",14309,79.5,10.6,38138,21,192,1744,6247
"tripp","south dakota",5485,87.8,18.7,40609,3.5,218,1621,5378
"troup","georgia",68468,79.8,19.6,41961,161.9,1393,30771,76962
"trousdale","tennessee",7795,79,12.9,44163,68.9,123,1065,1433
"trumbull","ohio",207406,87.1,16.6,42441,340.1,4169,71708,78514
"tucker","west virginia",6995,83.7,15.8,36502,17,176,1954,7659
"tulare","california",451977,67.8,12.9,43550,91.7,6109,83911,218476
"tulsa","oklahoma",613816,88.2,29.2,47005,1058.1,18382,311069,1331403
"tunica","mississippi",10475,69.9,13.7,30470,23.7,220,10234,2633
"tuolumne","california",54008,88.3,17.9,47359,24.9,1343,12007,61471
"turner","georgia",8410,69.1,11.4,29851,31.3,141,1253,8052
"turner","south dakota",8308,90.9,21.5,50143,13.5,251,1544,1957
"tuscaloosa","alabama",198596,85.3,26,43538,147.3,3968,70099,179420
"tuscarawas","ohio",92392,85.2,15,42846,163.1,2125,29112,62794
"tuscola","michigan",54662,85.3,12.9,43315,69.4,883,9099,31595
"twiggs","georgia",8447,65.2,8.7,27715,25.2,68,731,70520
"twin falls","idaho",78595,83.8,17.3,43146,40.2,2439,25427,52909
"tyler","texas",21458,81.8,12,35847,23.5,262,2166,4495
"tyler","west virginia",9037,83.8,8.8,36563,35.9,112,1417,3453
"tyrrell","north carolina",4338,71.5,10.1,34071,11.3,72,392,127
"uinta","wyoming",21025,89.1,18.4,59851,10.1,605,7831,29050
"uintah","utah",34524,84.7,15,62450,7.3,1136,10160,34865
"ulster","new york",181791,87.9,29.3,58808,162.3,4663,44056,212927
"umatilla","oregon",76820,81.8,15.6,45911,23.6,1521,21189,41744
"unicoi","tennessee",18235,75.3,11.7,35265,98.4,248,3990,8777
"union","arkansas",40867,81.6,16.5,37794,40.1,1166,16873,14534
"union","florida",15212,76,10,45645,63.8,134,1826,7288
"union","georgia",21451,83.6,21.1,43146,66.3,516,5023,9585
"union","illinois",17647,82.6,18.6,40696,43.1,351,3331,10599
"union","indiana",7362,86.1,17,43912,46.6,116,868,2549
"union","iowa",12594,89,15.8,41782,29.6,335,5228,8318
"union","kentucky",14850,82.2,11.3,38651,43.8,284,4702,3912
"union","louisiana",22419,79.3,12.7,37426,25.9,334,4055,7658
"union","mississippi",27414,76.1,13.6,36661,65.3,490,7349,13274
"union","new jersey",543976,85,31.6,68688,5216.1,13497,202461,1117749
"union","new mexico",4431,82.2,17.2,42230,1.2,123,976,3703
"union","north carolina",208520,87,29.9,64813,318.7,3951,43741,212312
"union","ohio",52715,91.3,27.4,68279,121.1,986,24304,37686
"union","oregon",25759,89,21.7,40974,12.6,762,6919,34234
"union","pennsylvania",44952,83.7,21.6,46269,142.2,899,14932,90180
"union","south carolina",28252,76.6,12.7,33679,56.3,484,6740,13962
"union","south dakota",14855,91.9,29.6,63773,31.3,482,7940,9360
"union","tennessee",19127,70,6.6,31535,85.5,196,1582,7030
"upshur","texas",39995,83.2,14.9,46734,67.4,470,4188,30866
"upshur","west virginia",24477,81.5,14.7,37689,68.4,574,6923,16640
"upson","georgia",26630,75.5,11,34068,84,454,5973,16904
"upton","texas",3283,74.3,16.6,52455,2.7,90,932,255
"utah","utah",540504,93.6,35.9,59338,257.8,10722,157312,2074111
"uvalde","texas",26752,70.5,15.8,34456,17,586,6560,11963
"val verde","texas",48705,64.6,16.4,38747,15.5,783,10292,22892
"valencia","new mexico",76631,81.4,16.2,41388,71.8,882,10712,36827
"valley","idaho",9545,93.5,36.8,52675,2.7,549,2834,16868
"valley","montana",7505,88.7,15.2,44641,1.5,265,2138,3822
"valley","nebraska",4229,91.5,18.4,42897,7.5,175,1273,1782
"van buren","arkansas",17030,81.3,12.7,32906,24.4,333,3175,10094
"van buren","iowa",7449,88.3,13.1,40640,15.6,160,1782,1272
"van buren","michigan",75454,84.6,17.8,44428,125.5,1300,15395,33361
"van buren","tennessee",5628,75.1,8.5,31155,20.3,44,527,1148
"van wert","ohio",28744,90.6,13.9,45111,70.3,536,9121,17655
"van zandt","texas",52427,79.7,12.2,42359,62.4,791,7548,28740
"vance","north carolina",45132,73.6,11.2,34084,179.2,882,12989,17777
"vanderburgh","indiana",180858,87.9,21.9,43334,769.7,4957,105865,338944
"venango","pennsylvania",54272,87.6,14.5,40986,81.5,1194,16788,115098
"ventura","california",835981,82.5,31,76728,446.7,19576,238849,1158439
"vermilion","illinois",80727,85.8,14,40463,90.9,1492,23300,41022
"vermilion","louisiana",58723,75.6,12.1,43349,49.4,1034,10165,28113
"vermillion","indiana",16040,87.8,13.8,43856,63.1,284,3748,6374
"vernon","louisiana",53869,84.8,17.2,45292,39.4,716,8811,57841
"vernon","missouri",20748,84.6,13.7,37312,25.6,503,5640,15357
"vernon","wisconsin",30260,86.2,18.4,44058,37.6,610,6872,19502
"victoria","texas",89269,81.1,16.5,49676,98.4,2286,31026,41138
"vigo","indiana",108428,85.7,21.1,39534,267.4,2561,45210,207654
"vilas","wisconsin",21338,91.4,23.5,41195,25,929,5614,12720
"vinton","ohio",13239,76,7.9,34399,32.6,132,1589,7568
"virginia beach","virginia",447021,92.9,32.3,65910,1758.9,10658,143023,481341
"volusia","florida",496950,87.5,20.8,44169,449.2,11693,126547,523215
"wabash","illinois",11727,87.3,16,47426,53.5,272,2897,4018
"wabash","indiana",32361,86.1,17.1,44242,79.7,747,10555,17656
"wabasha","minnesota",21476,91.2,18.6,52346,41.4,572,5705,12898
"wabaunsee","kansas",7039,94.9,19.8,53292,8.9,122,882,2243
"wadena","minnesota",13767,88.3,13.8,35307,25.8,407,5202,14109
"wagoner","oklahoma",75030,89,21.9,56819,130.1,881,8001,24808
"wahkiakum","washington",3993,91.3,14.8,41149,15.1,91,609,2560
"wake","north carolina",952151,91.8,47.9,65289,1078.8,24943,373012,19286199
"wakulla","florida",30818,86.5,17.3,54151,50.8,402,3100,14644
"waldo","maine",38820,90,24.6,41728,53.1,966,8393,20643
"walker","alabama",66221,76,10,37161,84.7,1279,14861,34176
"walker","georgia",68094,77.2,13.6,39578,154,700,10572,39855
"walker","texas",68408,81.6,18.1,36885,86.5,909,11066,99222
"walla walla","washington",59404,87.1,24.2,46793,46.3,1370,19298,90453
"wallace","kansas",1517,88.2,23.9,46128,1.6,58,301,764
"waller","texas",44357,79.2,19.7,50609,84.1,667,9538,86180
"wallowa","oregon",6821,92.7,21.3,39556,2.2,346,1578,4972
"walsh","north dakota",11046,82.4,16.2,46453,8.7,414,3426,6892
"walthall","mississippi",15100,74.6,12.6,34045,38.2,225,1996,4009
"walton","florida",57582,86.2,24.9,46926,53,1716,15483,44380
"walton","georgia",84575,80.7,17.7,51347,257.2,1459,15057,67288
"walworth","south dakota",5459,86.3,23.5,40879,7.7,206,1786,382
"walworth","wisconsin",102851,89.2,25.6,55237,184.2,2621,32700,168582
"wapello","iowa",35366,84.6,15.5,40269,82.5,769,13994,23963
"ward","north dakota",64798,92.5,26.2,51081,30.6,1866,24715,61841
"ward","texas",10879,70.9,11.3,41939,12.8,277,2644,5419
"ware","georgia",35821,80.9,13.4,35431,40.7,876,11299,23031
"warren","georgia",5578,71.8,5.9,33330,20.5,67,622,1464
"warren","illinois",17731,85.5,18.6,42773,32.6,353,5532,10462
"warren","indiana",8342,81.8,13.7,49615,23.3,122,1409,2181
"warren","iowa",46891,95.1,26.7,63292,81.1,767,8049,17973
"warren","kentucky",117110,84.9,27.8,43018,210.1,2752,46333,163871
"warren","mississippi",48084,82.7,23.8,40469,82.9,1037,17935,52307
"warren","missouri",32753,84.2,15.9,50182,75.9,577,5940,18647
"warren","new jersey",107653,89.5,29.2,72615,304.5,2467,28069,88201
"warren","new york",65538,90.6,27.8,53877,75.8,2331,31304,60579
"warren","north carolina",20576,74.1,14.5,34495,48.9,218,1821,5096
"warren","ohio",217241,91.1,36.5,71961,530,3916,69988,191246
"warren","pennsylvania",41146,89.2,16.6,42167,47.3,874,13531,27673
"warren","tennessee",39839,75.8,11.8,35575,92.1,715,9114,27447
"warren","virginia",38070,84.4,21.7,61379,176,792,9418,14768
"warrick","indiana",60463,91.6,25.1,63446,155.1,1095,12798,25678
"wasatch","utah",25273,91.1,30.5,64651,20,730,4268,31613
"wasco","oregon",25487,83.4,21.2,43742,10.6,704,6936,21421
"waseca","minnesota",19237,91.5,19,52357,45.2,494,6267,19856
"washakie","wyoming",8464,89.4,22.6,50177,3.8,378,3262,6927
"washburn","wisconsin",15826,89.8,18.7,41135,20,514,4485,9334
"washington","alabama",17109,80.7,10.1,40286,16.3,225,3356,8399
"washington","arkansas",211411,82.1,27.6,41474,215.6,4769,76535,224707
"washington","colorado",4766,87,18.6,43945,1.9,104,488,3714
"washington","district of columbia",632323,87.1,50.5,61835,9856.6,21545,477623,10759507
"washington","florida",24892,79.8,12.3,37036,42.7,362,3662,13699
"washington","georgia",20879,77.1,10.9,31784,31.2,346,5532,9577
"washington","idaho",10099,78.5,17.8,37878,7,206,1566,7886
"washington","illinois",14598,87.1,18.1,53036,26.2,379,5602,5392
"washington","indiana",27921,78.7,10.3,39879,55,444,4097,11807
"washington","iowa",21914,88.6,19.5,51875,38.2,699,6496,11789
"washington","kansas",5758,88.6,17.3,40469,6.5,213,1553,1785
"washington","kentucky",11833,79.8,14.6,42516,39.4,245,2590,4353
"washington","louisiana",46670,77.5,11.4,30554,70.4,638,7475,17542
"washington","maine",32462,85.9,19.2,35272,12.8,853,7189,22549
"washington","maryland",149180,84.2,19,53180,322.1,3425,55501,130320
"washington","minnesota",244088,95.9,40,79571,619.7,5313,67716,633482
"washington","mississippi",49750,74.6,18.8,28591,70.6,1213,14651,23982
"washington","missouri",25095,70.4,7.5,35148,33.2,378,2988,9716
"washington","nebraska",20252,93.4,27.4,64737,51.9,530,5881,19195
"washington","new york",62934,86.3,16.9,50117,76.1,1067,9626,35140
"washington","north carolina",12736,78,11.9,34219,38,242,2848,1909
"washington","ohio",61475,88.2,15,43185,97.8,1430,21802,41814
"washington","oklahoma",51633,88.6,26.1,47144,122.7,1192,20007,539622
"washington","oregon",547672,90.5,39.5,63814,731.4,14037,223496,1331562
"washington","pennsylvania",208716,89.5,24.7,51965,242.5,5035,80983,174241
"washington","rhode island",125946,92.5,42.5,72163,385.7,3754,40263,344371
"washington","tennessee",125094,85.1,28.2,42104,376.7,2814,49087,230416
"washington","texas",34093,80.6,25.5,45320,55.8,894,12766,33378
"washington","utah",144809,91.1,24.9,50307,56.9,3844,36114,194629
"washington","vermont",59465,93,38.2,57163,86.6,2211,25932,251934
"washington","virginia",55190,81.9,21,41526,97.8,1174,16814,47020
"washington","wisconsin",132661,92.3,26.7,66476,306.2,3116,46192,94417
"washita","oklahoma",11622,84.1,16.4,44331,11.6,243,1537,10113
"washoe","nevada",429908,86.5,27,55813,66.9,11540,163576,593532
"washtenaw","michigan",350946,93.8,51,59737,488.4,7889,134317,17042864
"watauga","north carolina",51871,88.3,39.3,34497,163.4,1584,15982,92237
"watonwan","minnesota",11187,81.6,14.9,49307,25.8,304,3356,3706
"waukesha","wisconsin",392292,95.2,39.4,75845,709.4,12354,217963,767516
"waupaca","wisconsin",52131,88.6,16.3,48604,70.1,1219,16319,37931
"waushara","wisconsin",24461,85.9,13.4,43544,39.1,464,4356,13295
"wayne","georgia",30305,78.8,10.7,39470,46.9,548,5850,14833
"wayne","illinois",16574,84.1,12.5,40654,23.5,351,3351,9885
"wayne","indiana",68346,82.2,16.6,40427,171.5,1544,24632,112264
"wayne","iowa",6344,87.2,11.9,36365,12.2,160,1372,2571
"wayne","kentucky",20824,68.6,9.6,26309,45.4,287,3654,8537
"wayne","michigan",1792365,83.5,20.6,41886,2974.4,32199,579596,27898691
"wayne","mississippi",20661,73.1,10.1,31388,25.6,385,4679,3574
"wayne","missouri",13402,73.4,8,29331,17.8,292,1930,3122
"wayne","nebraska",9554,92,29.1,46418,21.7,239,2957,5947
"wayne","new york",92962,87.2,20.8,54380,155.3,1707,19600,56385
"wayne","north carolina",124246,81.1,16,41751,221.7,2169,34069,62875
"wayne","ohio",114848,84.8,19.2,49261,206.4,2436,36562,158985
"wayne","pennsylvania",51955,87.2,17.3,49020,72.8,1335,12531,31975
"wayne","tennessee",16996,73.9,7,33630,23.2,205,2458,8408
"wayne","utah",2737,91.1,21.9,49847,1.1,84,569,8313
"wayne","west virginia",41649,77.6,12.1,36029,84,545,6975,25493
"weakley","tennessee",34793,82.4,17.8,33932,60.3,564,7010,34704
"webb","texas",259172,63.6,17.1,37868,74.5,4779,66417,135513
"weber","utah",236640,88.8,22.2,54666,401.4,4881,67602,649407
"webster","georgia",2793,81.1,11.8,29583,13.4,25,NA,766
"webster","iowa",37273,87.9,17.9,41695,53.1,1042,15410,44719
"webster","kentucky",13583,75.4,9.4,42115,41,215,2406,6345
"webster","louisiana",40940,76.3,13.7,36225,69.5,801,10682,15807
"webster","mississippi",10039,76.3,16.9,36392,24.4,169,1644,4481
"webster","missouri",36351,82,13.8,41764,61.1,606,4700,10855
"webster","nebraska",3725,90.3,16.5,38538,6.6,76,607,6007
"webster","west virginia",9043,67.9,8.6,25990,16.5,131,1280,1528
"weld","colorado",263691,85.2,25.6,55825,63.4,5125,66594,240994
"wells","indiana",27652,89.2,14.4,48154,75.1,628,9514,32237
"wells","north dakota",4271,84.6,19.1,42035,3.3,181,1373,3704
"west baton rouge","louisiana",24106,82.1,17,49929,123.6,514,10451,15266
"west carroll","louisiana",11512,72.1,7.8,30446,32.3,182,1760,2442
"west feliciana","louisiana",15405,69.8,15.8,50685,38.8,193,2531,15582
"westchester","new york",961670,87.3,44.5,80725,2204.7,31515,371385,2466376
"westmoreland","pennsylvania",363395,91.8,24.3,48979,355.4,8663,120783,1019442
"westmoreland","virginia",17524,76.6,14.9,52258,76.1,329,2738,6661
"weston","wyoming",7082,91.7,18.4,55156,3,217,1717,5615
"wetzel","west virginia",16422,83.1,13,37673,46.3,351,4373,6042
"wexford","michigan",32608,87.7,16.5,42209,57.9,822,12608,17798
"wharton","texas",41285,73.6,17.1,43689,38,937,11195,18313
"whatcom","washington",205262,91.4,31.8,51389,95.5,6117,66595,48220
"wheatland","montana",2104,82.7,17,32331,1.5,55,329,509
"wheeler","georgia",7888,75.5,8.1,31456,25.1,74,1055,4466
"wheeler","nebraska",805,96.6,23.5,39653,1.4,16,96,254
"wheeler","oregon",1424,87.4,13,34338,0.8,35,157,764
"wheeler","texas",5626,81.1,17.1,48000,5.9,189,1676,5253
"white","arkansas",78493,82.5,18.4,41618,74.5,1515,22911,37773
"white","georgia",27556,84.3,19.6,39666,112.8,573,4770,25498
"white","illinois",14568,85.3,12.7,43639,29.6,364,3322,12233
"white","indiana",24426,87.8,15.1,47752,48.8,638,6787,17590
"white","tennessee",26082,74.9,11.3,34642,68.6,388,5278,18642
"white pine","nevada",10042,85.3,13,49812,1.1,204,2458,7518
"whiteside","illinois",57846,86.5,15.6,46444,85.5,1272,17704,44156
"whitfield","georgia",103359,68.5,14.8,42379,353.2,2247,47083,48663
"whitley","indiana",33342,90.6,15.6,51666,99.2,681,10218,30583
"whitley","kentucky",35499,71.3,11.7,29280,81.4,654,10312,31637
"whitman","washington",46606,95.8,48.1,35409,20.7,814,9183,111716
"wibaux","montana",1057,82.4,14.5,43417,1.1,37,206,0
"wichita","kansas",2256,81.6,18,50324,3.1,97,512,1402
"wichita","texas",131559,83.3,19.8,44786,209.5,3155,45954,97434
"wicomico","maryland",100647,85.4,25.6,51739,263.7,2496,36728,156839
"wilbarger","texas",13258,75.2,17.9,40050,13.9,301,3675,6076
"wilcox","alabama",11431,72.4,12,23750,13.1,201,1835,3572
"wilcox","georgia",9068,74.9,9.2,31712,24.5,86,521,2039
"wilkes","georgia",10076,74.3,15.5,28989,22.6,208,2679,7540
"wilkes","north carolina",69306,73.1,11.9,33464,91.9,1266,17997,22646
"wilkin","minnesota",6585,89,17.3,51957,8.8,173,2032,5487
"wilkinson","georgia",9577,79.9,12.4,37500,21.4,146,1999,6000
"wilkinson","mississippi",9432,71.3,9.6,33732,14.6,155,1542,659
"will","illinois",682518,90.2,31.3,76453,809.6,13911,187180,548044
"willacy","texas",22058,60.2,9.2,22894,37.5,201,2789,6648
"williams","north dakota",26697,88.7,18.8,62082,10.8,1118,14113,28421
"williams","ohio",37513,89.5,12.7,44604,89.4,818,14137,19810
"williamsburg","south carolina",33620,77.8,11.3,24530,36.8,515,6693,12732
"williamson","illinois",66674,88.4,22,41319,157.9,1578,22412,63339
"williamson","tennessee",192911,94.5,51.5,89063,314.4,6060,94792,179008
"williamson","texas",456232,91.9,37.6,71346,378,8235,118078,878223
"wilson","kansas",9105,81.8,11.4,40069,16.5,240,3350,3733
"wilson","north carolina",81867,77.7,18,38760,220.6,1719,31201,67888
"wilson","tennessee",118961,87.8,24.7,61400,199.7,2329,29635,131384
"wilson","texas",44370,84.6,18.8,62689,53.4,520,4860,45886
"windham","connecticut",117599,85.5,22,60063,230.9,2097,28805,77627
"windham","vermont",43985,91.6,35,48953,56.7,1769,21387,65317
"windsor","vermont",56211,92.4,33.4,53129,58.5,2077,28136,44213
"winkler","texas",7330,66.5,9.8,44573,8.5,174,1305,1155
"winn","louisiana",15000,75.4,12.2,30938,16.1,305,4463,7951
"winnebago","illinois",292069,85.3,21.2,47597,575.2,6538,116861,215417
"winnebago","iowa",10600,90,20.8,46395,27.1,332,6101,9045
"winnebago","wisconsin",168794,90.2,24.3,51596,384.3,3525,85684,175874
"winneshiek","iowa",21061,91.6,27.1,52042,30.5,623,9799,23414
"winona","minnesota",51629,89.1,25.3,44848,82.2,1182,21396,107842
"winston","alabama",24108,70.9,11.5,32557,39.9,464,6572,8305
"winston","mississippi",19029,80.6,15.3,33007,31.6,381,4652,4899
"wirt","west virginia",5847,85.4,10.8,37482,24.6,67,456,509
"wise","texas",60432,83.2,15.6,57511,65.4,1205,16345,36637
"wise","virginia",40918,70.9,12.7,34717,102.8,815,11355,85652
"wolfe","kentucky",7164,58.5,8.7,21968,33.1,81,623,1783
"wood","ohio",128200,92.5,30.1,53610,203.3,2729,47431,160300
"wood","texas",42022,81.8,16.5,41260,65,797,7367,26502
"wood","west virginia",86701,87.3,18.7,42257,237.4,2098,34076,44427
"wood","wisconsin",74424,89.8,18.3,47182,94.2,1787,35505,56168
"woodbury","iowa",102323,85.2,20.3,45844,117.1,2723,45578,89130
"woodford","illinois",38971,93,24.3,66198,73.3,762,8403,31003
"woodford","kentucky",25077,88,30.4,55124,132.1,528,6675,36849
"woodruff","arkansas",7100,72.9,9.6,27047,12.4,139,1289,808
"woods","oklahoma",8832,89.3,27,47255,6.9,280,2241,6267
"woodson","kansas",3278,89.4,16.4,31779,6.6,94,501,382
"woodward","oklahoma",20548,84.3,17.5,51087,16.2,793,7868,17292
"worcester","maryland",51578,88.7,27.3,57474,109.9,2100,16881,31888
"worcester","massachusetts",806163,88.7,33.3,65772,528.6,17421,270224,1534253
"worth","georgia",21741,73.2,8.3,38336,38,283,2411,8177
"worth","iowa",7519,90.1,16.2,50540,19,171,1700,4723
"worth","missouri",2079,86.2,15.6,39671,8.1,48,186,2294
"wright","iowa",12991,87.7,14.6,43105,22.8,397,4195,9376
"wright","minnesota",127336,93.3,25.4,69674,188.5,3009,31821,979641
"wright","missouri",18629,77.3,11.6,29212,27.6,405,3386,6023
"wyandot","ohio",22607,87.3,14.2,47958,55.6,495,6950,21733
"wyandotte","kansas",159129,78.6,15.2,39812,1039,2950,64830,207083
"wyoming","new york",41892,86.2,14.6,51312,71.1,800,9251,25341
"wyoming","pennsylvania",28125,88.9,17.3,48063,71.2,643,8213,17214
"wyoming","west virginia",23273,73.7,9.9,36641,47.6,325,3998,11696
"wythe","virginia",29251,79.1,14.9,40920,63.3,685,8898,13135
"yadkin","north carolina",38084,78,11.9,40375,114.7,602,8091,18512
"yakima","washington",246977,71.4,16,44419,56.6,4583,61150,143757
"yalobusha","mississippi",12401,76.4,12.1,33076,27.1,190,2358,5890
