subregion,region,pop,high,college,income,poppermile,establishments,employees
stephens,texas,9464,79.7,11.4,37400,10.7,252,2360
sterling,texas,1191,72,18,41944,1.2,33,287
stonewall,texas,1475,85.7,23.7,47083,1.6,47,359
sutton,texas,3950,70.9,12.7,55122,2.8,144,1209
swisher,texas,7891,75.1,16.1,38988,8.8,152,1084
tarrant,texas,1880153,84,28.9,56178,2094.7,37210,687510
taylor,texas,133473,85.2,24,43065,143.6,3326,51220
terrell,texas,917,82.5,18.8,41417,0.4,16,
terry,texas,12613,67.3,14.9,35485,14.2,250,2276
throckmorton,texas,1601,79.2,18.4,40380,1.8,47,247
titus,texas,32663,72.4,13.4,39886,79.6,643,12419
tom green,texas,113281,81.9,22.3,43465,72.4,2592,36211
travis,texas,1095584,86.7,44,55452,1034.4,28910,478110
trinity,texas,14309,79.5,10.6,38138,21,192,1744
tyler,texas,21458,81.8,12,35847,23.5,262,2166
upshur,texas,39995,83.2,14.9,46734,67.4,470,4188
upton,texas,3283,74.3,16.6,52455,2.7,90,932
uvalde,texas,26752,70.5,15.8,34456,17,586,6560
val verde,texas,48705,64.6,16.4,38747,15.5,783,10292
van zandt,texas,52427,79.7,12.2,42359,62.4,791,7548
victoria,texas,89269,81.1,16.5,49676,98.4,2286,31026
walker,texas,68408,81.6,18.1,36885,86.5,909,11066
waller,texas,44357,79.2,19.7,50609,84.1,667,9538
ward,texas,10879,70.9,11.3,41939,12.8,277,2644
washington,texas,34093,80.6,25.5,45320,55.8,894,12766
webb,texas,259172,63.6,17.1,37868,74.5,4779,66417
wharton,texas,41285,73.6,17.1,43689,38,937,11195
wheeler,texas,5626,81.1,17.1,48000,5.9,189,1676
wichita,texas,131559,83.3,19.8,44786,209.5,3155,45954
wilbarger,texas,13258,75.2,17.9,40050,13.9,301,3675
willacy,texas,22058,60.2,9.2,22894,37.5,201,2789
williamson,texas,456232,91.9,37.6,71346,378,8235,118078
wilson,texas,44370,84.6,18.8,62689,53.4,520,4860
winkler,texas,7330,66.5,9.8,44573,8.5,174,1305
wise,texas,60432,83.2,15.6,57511,65.4,1205,16345
wood,texas,42022,81.8,16.5,41260,65,797,7367
yoakum,texas,8075,68.2,13.1,48173,9.9,169,2112
young,texas,18339,78.2,14.9,39898,20.3,584,5563
zapata,texas,14290,56.6,9.7,26009,14,161,2279
zavala,texas,11961,58.6,9.6,23952,9,110,1726
beaver,utah,6501,90.6,10.5,43225,2.6,161,1371
box elder,utah,50171,90.6,22.5,55588,8.7,987,15277
cache,utah,115520,91.6,35.6,48338,96.7,3032,36414
carbon,utah,21246,86.3,12.8,43659,14.5,495,7051
daggett,utah,1090,81.9,18.5,44750,1.5,23,
davis,utah,315809,95.1,34.1,69147,1025.8,6173,71354
duchesne,utah,19244,84.5,16.8,55790,5.7,651,6183
emery,utah,10933,89,13.1,50800,2.5,196,2744
garfield,utah,5095,91.2,20.9,46029,1,133,1132
grand,utah,9328,84.8,27,42004,2.5,435,3548
iron,utah,46750,91.5,27.1,42226,14,1182,11029
juab,utah,10341,90.3,14.1,54000,3,185,1933
kane,utah,7221,92.5,26.8,45439,1.8,266,2103
millard,utah,12569,86.2,19.5,47062,1.9,246,2719
morgan,utah,9821,96.7,27.4,76472,15.5,219,1265
piute,utah,1524,89,16.7,36667,2.1,21,75
rich,utah,2267,95,20,53924,2.2,77,265
salt lake,utah,1063842,88.7,30.2,59168,1387.1,28649,495829
san juan,utah,14965,81,18.3,37611,1.9,247,2522
sanpete,utah,27906,88.6,18.3,44799,17.5,401,3974
sevier,utah,20784,90.2,16.2,44731,10.9,497,5745
summit,utah,38003,93.3,49.8,84752,19.4,2005,23899
tooele,utah,59870,91.7,19.5,63228,8.4,736,10536
uintah,utah,34524,84.7,15,62450,7.3,1136,10160
utah,utah,540504,93.6,35.9,59338,257.8,10722,157312
wasatch,utah,25273,91.1,30.5,64651,20,730,4268
washington,utah,144809,91.1,24.9,50307,56.9,3844,36114
wayne,utah,2737,91.1,21.9,49847,1.1,84,569
weber,utah,236640,88.8,22.2,54666,401.4,4881,67602
addison,vermont,36745,90.8,34.6,57203,48,1152,12307
bennington,vermont,36697,89.8,31.8,48083,55,1439,14433
caledonia,vermont,31121,88.7,28.2,44433,48.1,930,9182
chittenden,vermont,158504,93.5,45.8,62260,291.7,5431,84605
essex,vermont,6226,83,15.2,37679,9.5,122,503
franklin,vermont,48214,88.3,21.1,55181,75.3,984,11983
grand isle,vermont,6983,92.8,28.9,59566,85.2,180,636
lamoille,vermont,24958,91.7,34.6,53368,53.3,969,10183
orange,vermont,28924,90.3,27.8,52407,42.1,776,5991
orleans,vermont,27109,84.9,19.7,40929,39.3,813,7744
rutland,vermont,60869,88.9,26.4,48190,66.3,2215,24452
washington,vermont,59465,93,38.2,57163,86.6,2211,25932
windham,vermont,43985,91.6,35,48953,56.7,1769,21387
windsor,vermont,56211,92.4,33.4,53129,58.5,2077,28136
accomack,virginia,33341,78.4,17.4,41595,73.8,786,9030
albemarle,virginia,102251,90.4,51.8,65934,137.3,2446,36528
alleghany,virginia,16230,82.7,15.3,44329,36.5,231,2284
amelia,virginia,12759,78.8,13.7,51540,35.7,271,1868
amherst,virginia,32384,79.9,16.2,44383,68.3,591,6632
appomattox,virginia,15128,80.1,13.9,47992,44.9,282,2355
arlington,virginia,221045,92.6,70.7,99651,7993.6,6101,134091
augusta,virginia,73658,84.3,19.1,51719,76.3,1373,18789
bath,virginia,4652,81.2,13.3,52500,8.9,128,1827
bedford,virginia,69590,85.6,24.8,56021,91.2,1366,12049
bland,virginia,6738,81.3,10.8,42864,19.1,79,1192
botetourt,virginia,33154,89.5,22.9,65633,61.2,727,9198
brunswick,virginia,17010,69.1,13.5,34170,30.8,267,2753
buchanan,virginia,23859,66.9,9.4,30606,47.9,453,6483
buckingham,virginia,17088,69.4,13.5,36378,29.6,250,1725
campbell,virginia,55163,82.6,16.1,45992,108.8,1130,13668
caroline,virginia,28972,81.9,17.6,58707,54.1,377,3747
carroll,virginia,29851,74.4,12.6,35841,63.3,399,4374
charles city,virginia,7157,74.6,12.4,47093,39.7,134,1274
charlotte,virginia,12404,73,15.2,37173,26.5,237,1671
chesterfield,virginia,323856,89.9,36,72886,747.1,6658,95418
clarke,virginia,14323,87.5,30.7,77048,79.7,370,3117
craig,virginia,5213,89.2,15,54120,15.7,55,372
culpeper,virginia,47911,83.2,21.8,66458,123.1,944,11196
cumberland,virginia,9849,76.6,14.1,45184,33.8,146,868
dickenson,virginia,15690,66.6,8.9,30556,48.1,223,2781
dinwiddie,virginia,27994,77.7,13,50583,55.6,364,4213
essex,virginia,11233,79.3,16.2,44581,43.4,301,3308
fairfax,virginia,1118602,91.9,58.2,108439,2766.8,28871,569388
fauquier,virginia,66542,90.4,32.3,87958,100.7,1766,15891
floyd,virginia,15390,79.2,19.3,40761,40.2,302,1973
fluvanna,virginia,25967,85.2,28.1,68615,89.8,370,2381
franklin,virginia,56411,81.1,17.6,47606,81.3,1121,10865
frederick,virginia,80317,84.3,24.2,66440,189.4,1399,20843
giles,virginia,16928,80.7,16.7,43012,48.6,290,3622
gloucester,virginia,36886,87.1,20,62067,169.2,880,7128
goochland,virginia,21347,84.5,37.1,81288,77.2,594,11469
grayson,virginia,15183,73.2,11.9,31599,35.1,174,1183
greene,virginia,18771,80.9,21.6,58550,117.8,314,2541
greensville,virginia,11851,71.6,7.8,42000,41.5,107,2291
halifax,virginia,35849,74.6,14.1,34889,44.3,746,10547
hampton,virginia,136836,89.1,22.5,51083,2673.2,2373,41368
hanover,virginia,100668,91.3,33.7,77506,213.1,2994,39163
henrico,virginia,314932,89.3,39.2,61206,1313.4,8608,158151
henry,virginia,52969,74.4,11.3,33695,141.6,836,11473
highland,virginia,2245,75.9,22.1,43045,5.6,83,365
isle of wight,virginia,35399,86,25.2,64925,111.8,640,7844
james city,virginia,68967,93.1,45.6,75938,470.4,1626,22857
king and queen,virginia,7046,80,11.3,48170,22,99,1009
king george,virginia,24500,90.9,29.5,82173,131.3,439,5943
king william,virginia,15981,88.8,18.8,64982,58.2,317,2750
lancaster,virginia,11236,83.5,25.6,46625,85.5,500,4145
lee,virginia,25474,72.5,11.8,32588,58.8,279,3383
loudoun,virginia,336898,93.6,57.6,120096,605.8,8191,122154
louisa,virginia,33430,82,18.1,56502,66.8,535,6663
lunenburg,virginia,12588,69.4,9.6,35210,29.9,178,1514
madison,virginia,13200,81.8,21.4,59734,41.5,264,2566
mathews,virginia,8884,86.1,22.7,54118,104.5,177,964
mecklenburg,virginia,31749,75.8,12.7,36069,52.3,802,9674
middlesex,virginia,10822,86.2,25.3,53615,84.1,338,2139
montgomery,virginia,95194,89.2,40.7,44231,243.9,1948,26204
nelson,virginia,14827,78.7,24.6,47426,31.9,391,2997
new kent,virginia,19169,86,22.9,71198,87.9,336,2491
newport news,virginia,180726,89.2,23.5,50942,2630,3702,85658
norfolk,virginia,245782,84.8,24.7,43914,4486.4,5558,109275
northampton,virginia,12226,78.2,21,36965,58.5,319,3038
northumberland,virginia,12346,83.1,22.2,51256,64.5,359,1813
nottoway,virginia,15830,75,11.9,37507,50.4,310,3583
orange,virginia,34246,83.8,21.9,56837,98.2,662,5443
page,virginia,23895,73.1,12.1,43435,77.3,402,4092
patrick,virginia,18451,73.6,10.6,36057,38.3,304,3661
pittsylvania,virginia,62807,76.8,12.7,40333,65.5,843,8192
powhatan,virginia,28123,81.6,24.3,76235,107.8,628,3859
prince edward,virginia,23238,78.9,19.7,36789,66.8,536,6906
prince george,virginia,36941,84.6,16.8,62924,134.7,440,6486
prince william,virginia,430289,88.6,37.7,95531,1195,7037,86289
pulaski,virginia,34736,80.5,14.7,40987,109,625,9402
rappahannock,virginia,7456,83,37.2,64113,27.7,182,961
richmond,virginia,9059,73.8,9.7,46456,48.3,188,2084
roanoke,virginia,92901,90.4,32.8,62895,368.7,2061,29965
rockbridge,virginia,22394,81,22,45489,37.3,428,4337
rockingham,virginia,77391,78.9,22.6,51775,89.9,1382,22532
russell,virginia,28445,72.7,10.5,32555,61,476,5540
scott,virginia,22781,73.3,11.6,35846,43.3,299,3365
shenandoah,virginia,42583,82.6,18,50535,82.5,889,11322
smyth,virginia,31718,76,14.3,34533,71.4,536,8997
southampton,virginia,18409,73.9,12.7,46733,31,227,1932
spotsylvania,virginia,125684,88.2,29.7,78299,304.9,2256,26692
stafford,virginia,134352,91.8,35.9,94658,479.5,2054,28221
suffolk,virginia,85181,85.6,25.3,65351,211.4,1450,20009
surry,virginia,6844,77.8,11.5,53505,25.3,78,
sussex,virginia,11972,66.5,10.1,40088,24.7,181,1982
tazewell,virginia,44268,76.5,13.9,36436,86.9,1107,13452
virginia beach,virginia,447021,92.9,32.3,65910,1758.9,10658,143023
warren,virginia,38070,84.4,21.7,61379,176,792,9418
washington,virginia,55190,81.9,21,41526,97.8,1174,16814
westmoreland,virginia,17524,76.6,14.9,52258,76.1,329,2738
wise,virginia,40918,70.9,12.7,34717,102.8,815,11355
wythe,virginia,29251,79.1,14.9,40920,63.3,685,8898
york,virginia,66146,94.7,41.6,83747,624.8,1425,16986
adams,washington,19005,67.5,12.5,41219,9.7,359,4340
asotin,washington,21888,88.7,15.9,41993,34,432,4374
benton,washington,182398,88.2,27.7,59974,103,3919,59670
chelan,washington,73687,82.7,23,49509,24.8,2372,25619
clallam,washington,71863,91.4,24.3,46212,41.1,2118,17230
clark,washington,438287,90.8,25.8,59051,676.2,9303,107452
columbia,washington,3995,87.5,18,44038,4.7,129,757
cowlitz,washington,101996,86.5,15,46461,89.8,2149,30312
douglas,washington,39350,80.1,17.6,49707,21.1,672,6196
ferry,washington,7705,86.1,15.5,35684,3.4,132,838
franklin,washington,85845,68.8,15.1,50731,62.9,1358,17098
garfield,washington,2228,94.4,20.6,47379,3.2,45,334
grant,washington,91723,75.2,15.2,44237,33.3,1717,19089
grays harbor,washington,71692,84.4,14.2,42729,38.3,1709,15169
island,washington,79177,94.9,30.4,59328,376.6,1696,11702
jefferson,washington,29854,93.7,36.1,46887,16.6,999,6187
king,washington,2007440,91.9,45.7,70567,912.9,62569,1030931
kitsap,washington,254991,93,28.7,61112,635.9,5541,55525
kittitas,washington,41672,90.7,32.5,42769,17.8,1114,9731
klickitat,washington,20699,87.3,18.5,38774,10.9,528,3423
lewis,washington,75621,85.6,15,44373,31.4,1798,18256
lincoln,washington,10437,91.5,19.2,46765,4.6,247,1582
mason,washington,60832,87.7,18.1,48912,63.3,970,9276
okanogan,washington,41275,82.5,18.3,40537,7.8,1133,7920
pacific,washington,20575,85.9,16.6,40599,22.4,593,3867
pend oreille,washington,12980,89,17.6,38922,9.3,218,1566
pierce,washington,811681,90.1,23.6,58824,476.3,16370,220454
san juan,washington,15824,94.2,44.9,51395,90.7,938,3862
skagit,washington,118222,87.9,23.7,55555,67.5,3358,36338
skamania,washington,11187,90.3,22.4,52884,6.7,177,1185
snohomish,washington,733036,91,28.4,67777,341.8,16674,216021
spokane,washington,475735,92.5,28.6,49257,267.2,12151,169532
stevens,washington,43538,90.3,19.2,44354,17.6,883,6830
thurston,washington,258332,93,32.5,63129,349.4,5733,63511
wahkiakum,washington,3993,91.3,14.8,41149,15.1,91,609
walla walla,washington,59404,87.1,24.2,46793,46.3,1370,19298
whatcom,washington,205262,91.4,31.8,51389,95.5,6117,66595
whitman,washington,46606,95.8,48.1,35409,20.7,814,9183
yakima,washington,246977,71.4,16,44419,56.6,4583,61150
barbour,west virginia,16493,79.2,12.7,33158,48.6,239,2768
berkeley,west virginia,107098,84.9,19.4,52504,324.4,1562,20968
boone,west virginia,24478,72.2,8,41359,49.1,318,6857
braxton,west virginia,14468,74,10.1,31686,28.4,269,2991
brooke,west virginia,23853,88.8,15.6,41441,269.8,400,6843
cabell,west virginia,96974,86.2,23.6,35691,342.8,2531,46099
calhoun,west virginia,7607,71.6,7.7,26099,27.3,113,949
clay,west virginia,9297,69.8,7.6,29105,27.5,104,1304
doddridge,west virginia,8178,78.3,10,32063,25.7,74,534
fayette,west virginia,45869,78.4,10.8,32940,69.6,795,8691
gilmer,west virginia,8732,74.7,12.5,33309,25.7,134,1257
grant,west virginia,11816,79.4,12.5,40008,25,232,2490
greenbrier,west virginia,35820,79.4,17,35180,34.8,958,11740
hampshire,west virginia,23709,77.6,8.8,29001,37.4,333,2631
hancock,west virginia,30305,88.2,15.5,38369,371.3,602,9559
hardy,west virginia,13866,79.8,9.3,33060,24.1,245,4964
harrison,west virginia,69141,84.8,18,40556,166.1,1812,27041
jackson,west virginia,29234,83.3,15.5,43191,62.9,514,6242
jefferson,west virginia,54504,86.3,28.7,65285,255.2,873,12768
kanawha,west virginia,192179,86.5,24.1,44265,214.1,5291,87645
lewis,west virginia,16371,81.5,13.1,34617,42.5,406,5131
lincoln,west virginia,21627,68.8,8,31880,49.7,213,2103
logan,west virginia,36168,75.9,9.1,36562,81,695,10445
marion,west virginia,56678,85.3,19.3,39870,182.7,1263,17556
marshall,west virginia,32674,86.6,13.2,37313,108.4,486,8447
mason,west virginia,27179,79.5,11,36468,63.4,344,4512
mcdowell,west virginia,21326,59.9,6.3,21967,41.5,280,3239
mercer,west virginia,62523,80.6,16.8,33704,148.6,1324,18849
mineral,west virginia,27956,85.9,12.5,34691,86.1,452,6445
mingo,west virginia,26103,70.1,8.8,32794,63.4,440,5629
monongalia,west virginia,100332,88.4,36.8,41325,267.1,2206,41271
monroe,west virginia,13463,78.3,13.6,39047,28.6,189,1334
morgan,west virginia,17471,84.1,14.9,36703,76.6,242,2154
nicholas,west virginia,26229,80.7,12.7,39636,40.6,571,7956
ohio,west virginia,44075,90.3,26.8,41188,420,1449,27806
pendleton,west virginia,7566,79.3,11.9,32989,11.1,134,1183
pleasants,west virginia,7595,89.5,10.7,39052,58.5,120,2298
pocahontas,west virginia,8692,83.2,16.4,33816,9.3,214,2921
preston,west virginia,33832,82.8,12.1,43434,51.7,537,4594
putnam,west virginia,56435,89.3,23.7,53640,160.5,1160,15754
raleigh,west virginia,79021,78.9,16.3,38596,130.3,1861,29751
randolph,west virginia,29384,82.1,18.1,35560,28.3,714,9406
ritchie,west virginia,10236,80.5,11.6,34204,23.1,210,2239
roane,west virginia,14684,76.3,9.5,27772,30.9,255,2493
summers,west virginia,13737,77.5,12,32194,38.6,171,1440
taylor,west virginia,16991,83.8,14.2,39142,97.8,221,1971
tucker,west virginia,6995,83.7,15.8,36502,17,176,1954
tyler,west virginia,9037,83.8,8.8,36563,35.9,112,1417
upshur,west virginia,24477,81.5,14.7,37689,68.4,574,6923
wayne,west virginia,41649,77.6,12.1,36029,84,545,6975
webster,west virginia,9043,67.9,8.6,25990,16.5,131,1280
wetzel,west virginia,16422,83.1,13,37673,46.3,351,4373
wirt,west virginia,5847,85.4,10.8,37482,24.6,67,456
wood,west virginia,86701,87.3,18.7,42257,237.4,2098,34076
wyoming,west virginia,23273,73.7,9.9,36641,47.6,325,3998
adams,wisconsin,20679,85.2,11.2,41152,32.3,329,3274
ashland,wisconsin,15992,90.8,22.6,37900,15.5,542,6506
barron,wisconsin,45733,87.5,17.4,44806,53.2,1288,15979
bayfield,wisconsin,15099,92.8,26.7,44190,10.2,429,2190
brown,wisconsin,253032,90,25.9,53353,468.2,6287,133575
buffalo,wisconsin,13333,88.6,16.2,46073,20.2,330,3378
burnett,wisconsin,15382,88.6,16.4,40686,18.8,408,3251
calumet,wisconsin,49634,92.2,26.1,63395,153.9,861,11934
chippewa,wisconsin,62922,89.2,18.1,50239,61.9,1521,19617
clark,wisconsin,34435,81.7,11.6,42756,28.7,733,7898
columbia,wisconsin,56539,91.2,20.5,57805,74.2,1388,19119
crawford,wisconsin,16560,89.3,15.5,40933,29.2,415,6106
dane,wisconsin,503523,94.4,45.4,61913,407.7,13179,249351
dodge,wisconsin,88415,86.9,15.2,53589,101.4,1781,27750
door,wisconsin,27817,93.5,27.9,48680,57.6,1266,9829
douglas,wisconsin,43785,91.2,21.8,44140,33.9,1044,13713
dunn,wisconsin,44072,91.2,24.9,48342,51.6,878,12389
eau claire,wisconsin,100677,92.5,31,46826,154.8,2679,49287
florence,wisconsin,4482,87.8,14.5,43000,9.1,106,463
fond du lac,wisconsin,101843,88.6,18.7,52717,141.2,2393,38783
forest,wisconsin,9206,86.1,12.8,38176,9.2,247,1646
grant,wisconsin,51087,89.2,19,45022,44.7,1236,13471
green,wisconsin,36909,90.2,19.1,53933,63.1,946,11871
green lake,wisconsin,19039,87.2,15.7,48937,54.5,493,5795
iowa,wisconsin,23807,92,21.7,55625,31.1,538,8557
iron,wisconsin,5934,89.3,19,37413,7.8,216,1441
jackson,wisconsin,20485,85.2,15.8,44106,20.7,413,5945
jefferson,wisconsin,84498,90.1,22.5,55615,150.4,1915,29338
juneau,wisconsin,26631,85.4,12.5,45507,34.8,553,6092
kenosha,wisconsin,167936,88.3,23.7,54846,611.9,2988,46682
kewaunee,wisconsin,20624,90.5,13.6,54783,60.1,482,5370
la crosse,wisconsin,116461,93.4,28.8,50510,253.8,2959,57747
lafayette,wisconsin,16853,89.5,16.5,49850,26.6,352,2607
langlade,wisconsin,19646,87.5,12.2,42045,22.9,573,6465
lincoln,wisconsin,28392,88.1,14.7,47426,32.7,685,8278
manitowoc,wisconsin,80671,90.2,17.7,50181,138.3,1790,30104
marathon,wisconsin,134735,88.8,21.2,54316,86.8,3371,59017
marinette,wisconsin,41563,88.4,14.3,41574,29.8,1119,16289
marquette,wisconsin,15205,85,12.4,45046,33.8,287,3274
milwaukee,wisconsin,955205,85.2,27.1,43397,3926,19534,445979
monroe,wisconsin,45100,87.8,16.3,48306,49.6,943,14359
oconto,wisconsin,37442,88,13.3,49396,37.7,754,6678
oneida,wisconsin,35714,92.5,21.8,45184,32.3,1320,13455
outagamie,wisconsin,178816,92.5,25.8,57190,277.2,4977,92844
ozaukee,wisconsin,86823,95.8,43.1,75634,370.7,2701,35528
pepin,wisconsin,7390,89.9,17.6,48717,32.2,222,1690
pierce,wisconsin,40814,93.4,26.6,61443,71.5,789,5990
polk,wisconsin,43610,91.7,18.9,49527,48.4,1097,11626
portage,wisconsin,70433,90.6,26.8,51887,87.4,1607,27682
price,wisconsin,13869,89.5,15.5,41458,11.3,431,4648
racine,wisconsin,194797,87.7,22.5,54356,587.7,4037,66884
richland,wisconsin,17818,88.1,15.1,44326,30.7,382,4744
rock,wisconsin,160418,87.3,19.5,50532,223.3,3236,49944
rusk,wisconsin,14316,85.5,15.5,38821,16.2,301,4073
sauk,wisconsin,62597,88.4,20.2,51121,74.6,1755,29368
sawyer,wisconsin,16581,88.2,21.2,39228,13.2,666,4859
shawano,wisconsin,41607,88.1,14.5,45587,47,892,10031
sheboygan,wisconsin,115009,90.3,21.6,52993,225.9,2674,49695
st croix,wisconsin,85242,94.5,32,68513,116.8,2053,24636
taylor,wisconsin,20486,85.4,13.5,45054,21.2,476,7105
trempealeau,wisconsin,29297,86.3,17.1,47437,39.3,650,11456
vernon,wisconsin,30260,86.2,18.4,44058,37.6,610,6872
vilas,wisconsin,21338,91.4,23.5,41195,25,929,5614
walworth,wisconsin,102851,89.2,25.6,55237,184.2,2621,32700
washburn,wisconsin,15826,89.8,18.7,41135,20,514,4485
washington,wisconsin,132661,92.3,26.7,66476,306.2,3116,46192
waukesha,wisconsin,392292,95.2,39.4,75845,709.4,12354,217963
waupaca,wisconsin,52131,88.6,16.3,48604,70.1,1219,16319
waushara,wisconsin,24461,85.9,13.4,43544,39.1,464,4356
winnebago,wisconsin,168794,90.2,24.3,51596,384.3,3525,85684
wood,wisconsin,74424,89.8,18.3,47182,94.2,1787,35505
albany,wyoming,37276,95,48,45760,8.5,1001,9890
big horn,wyoming,11794,89.5,19,52597,3.7,299,2594
campbell,wyoming,47874,90.9,17.5,78356,9.6,1484,23572
carbon,wyoming,15666,90.9,17.2,58655,2,526,4829
converse,wyoming,14008,91.8,18.1,56673,3.3,465,3860
crook,wyoming,7155,91.9,23,49757,2.5,230,1485
fremont,wyoming,41110,89.8,21.4,48788,4.4,1344,11520
goshen,wyoming,13636,90.3,21.5,42126,6,349,3019
hot springs,wyoming,4822,88.1,19.8,43063,2.4,194,1672
johnson,wyoming,8615,93.4,25.8,55094,2.1,407,2461
laramie,wyoming,94483,92.2,24.4,54156,34.2,2780,30566
lincoln,wyoming,17961,91.7,20.9,60543,4.4,592,4159
natrona,wyoming,78621,92.1,21.6,53519,14.1,2902,32295
niobrara,wyoming,2456,91.8,15.7,44875,0.9,96,444
park,wyoming,28702,92.9,28.2,50105,4.1,1210,9648
platte,wyoming,8756,91.7,18.9,46171,4.2,270,2155
sheridan,wyoming,29596,94.1,24.6,51667,11.5,1146,9983
sublette,wyoming,10368,94.6,25.6,79250,2.1,474,3366
sweetwater,wyoming,45267,90.5,17,72096,4.2,1339,16739
teton,wyoming,21675,95,52.7,73627,5.3,1870,14762
uinta,wyoming,21025,89.1,18.4,59851,10.1,605,7831
washakie,wyoming,8464,89.4,22.6,50177,3.8,378,3262
weston,wyoming,7082,91.7,18.4,55156,3,217,1717
