Zip,Median,Pop
49119,51101,95
49120,42539,35623
49125,44968,2444
49126,40866,1597
49127,64354,10106
49128,43505,4210
49129,44890,755
49130,51174,1745
49201,40760,37905
49202,32008,19368
49203,42614,37908
49220,47677,2150
49221,44313,40845
49224,37556,14900
49227,39671,1247
49228,46622,5610
49229,12062,622
49230,52163,10210
49232,37555,2832
49233,58666,2455
49234,62963,2628
49235,49492,1990
49236,56285,4362
49237,58624,3024
49238,54423,1854
49240,67032,7516
49241,56944,2464
49242,38285,15134
49245,39856,4853
49246,58953,3310
49247,42256,6008
49248,54113,891
49249,63260,3277
49250,44209,6046
49251,60038,6239
49252,42677,2582
49253,48831,3216
49254,44738,3359
49255,39382,1931
49256,45258,4237
49259,60420,2820
49261,50788,223
49262,44209,1325
49263,49868,87
49264,53727,1967
49265,56404,4364
49266,43904,3042
49267,54831,4062
49268,54580,1225
49269,56290,5959
49270,61042,5897
49271,43565,2332
49272,57570,2123
49274,39508,3640
49276,54465,990
49277,50179,3567
49279,51969,809
49282,66339,438
49283,53793,3849
49284,45333,3017
49285,61557,5184
49286,54188,13606
49287,65416,1850
49288,39997,1457
49289,54113,194
49301,101556,14297
49302,76129,6555
49303,51114,1058
49304,25867,4165
49305,12901,731
49306,74083,8581
49307,25011,16103
49309,551,31
49310,42338,2868
49315,63154,14971
49316,65715,13448
49318,51204,1323
49319,56208,13353
49320,41579,17
49321,48783,16138
49322,46854,1245
49323,64942,7832
49325,59100,1694
49326,44167,3351
49327,46164,8008
49328,52654,3702
49329,46527,7234
49330,46130,4991
49331,56971,14986
49332,43125,2966
49333,62543,9628
49335,67197,338
49336,40003,3905
49337,45389,11871
49338,27573,1268
49339,47321,2060
49340,30596,2229
49341,72510,28677
49342,41615,1771
49343,52018,5175
49344,45997,3611
49345,52899,12104
49346,38649,4538
49347,46417,1303
49348,52591,11303
49349,34484,7412
49401,40081,12708
49402,26570,1091
49403,57000,2640
49404,54683,7858
49405,33445,1453
49406,51786,846
49408,48344,9059
49410,17224,948
49411,12137,425
49412,44279,11256
49415,53917,6109
49417,56269,27673
49418,55840,25558
49419,56646,6707
49420,36589,6714
49421,37091,5670
49423,41051,43185
49424,58067,40382
49425,45683,3572
49426,66214,27017
49428,61725,24920
49431,40791,16572
49434,42633,30
49435,64532,3444
49436,38454,1695
49437,45211,6137
49440,19228,711
49441,44273,35279
49442,30644,43350
49444,30229,28796
49445,53899,20238
49446,10594,548
49448,55395,3197
49449,46729,2655
49450,41720,3305
49451,49240,5929
49452,11807,538
49453,52616,2321
49454,40175,4387
49455,16849,2038
49456,50934,18000
49457,51469,9434
49458,33464,108
49459,30076,1339
49460,65804,8342
49461,53087,8493
49464,53633,22682
49503,32317,38225
49504,41586,40110
49505,41200,31893
49506,62282,33642
49507,36858,39524
49508,53014,38999
49509,42096,26360
49512,47606,11468
49519,47387,27037
49525,61307,26697
49534,60162,19240
49544,41455,8934
49546,64963,29874
49548,40907,32254
49601,40276,19921
49611,36790,251
49612,44803,1012
49613,42960,663
49614,34243,2071
49615,46539,4139
49616,44321,1931
49617,31277,2196
49618,39127,652
49619,43650,1019
49620,44731,2068
49621,51177,2867
49622,35875,2308
49623,31985,1106
49625,3860,120
49626,45940,397
49628,44560,458
49629,51375,2263
49630,49816,1247
49631,30939,5437
49632,40727,1168
49633,45631,3301
49634,45940,135
49635,41830,3469
49636,50656,495
49637,50648,3390
49638,35176,922
49639,37705,2449
49640,47244,1503
49642,31705,746
49643,40102,3525
49644,3484,184
49645,14118,492
49646,38687,8163
49648,35651,1352
49649,52279,5579
49650,3608,182
49651,39816,7466
49653,54126,1930
49654,54167,684
49655,42256,3012
49656,33750,1510
49657,40908,3524
49659,35395,6305
49660,41964,13883
49663,10208,1414
49664,47117,2131
49665,6639,828
49666,58839,142
49667,39596,625
49668,39429,3340
49670,63135,2028
49674,63295,96
49675,44461,1213
49676,41023,3393
49677,34755,6673
49679,32831,1173
49680,42084,1822
49682,54040,4181
49683,4676,180
49684,51850,33463
49686,45590,25564
49688,40388,2479
49689,34226,1663
49690,49376,4464
49701,24597,663
49705,36802,888
49706,45696,4403
49707,37672,24065
49709,35641,3940
49710,33470,327
49712,46625,7685
49713,49799,1861
49715,48957,2808
49716,45464,816
49717,50640,98
49718,38929,635
49719,50229,1537
49720,49945,9229
49721,28799,12942
49722,49065,205
49724,40957,1109
49725,39466,853
49726,39306,989
49727,43322,7307
49728,37015,345
49729,4714,167
49730,45822,2014
49733,40725,1912
49735,45273,18747
49736,40122,633
49738,38366,10302
49740,56598,7122
49743,37877,886
49744,34082,689
49745,41060,1067
49746,28515,3381
49747,16264,831
49748,33864,228
49749,42758,4296
49751,42290,1988
49752,40462,385
49753,2460,117
49755,32449,1496
49756,35048,4044
49757,48750,523
49759,20998,1015
49760,45925,813
49762,35969,744
49764,49065,113
49765,29360,4013
49766,33717,2078
49768,33864,472
49769,42153,1520
49770,49850,15702
49774,40133,1894
49775,34009,68
49776,33851,1752
49777,47006,1523
49779,29342,4391
49780,44191,1971
49781,39908,4347
49782,46771,551
49783,33779,18700
49788,28299,4863
49791,44856,246
49793,38643,400
49795,40689,2006
49796,52500,303
49799,36812,2041
49801,44332,11907
49802,38652,6744
49805,38550,243
49806,39101,563
49807,43858,3142
49808,54148,312
49812,29680,690
49814,43825,1497
49815,43424,539
49816,39256,696
49817,38926,623
49818,48934,985
49819,53411,16
49820,34911,403
49821,39583,1341
49822,40056,205
49825,39198,291
49826,39240,169
49827,35858,967
49829,37098,18173
49831,48904,792
49833,53712,279
49834,52761,229
49835,36991,913
49836,15885,455
49837,46194,9925
49838,34911,435
49841,47840,5548
49848,42604,187
49849,43720,12500
49852,57042,99
49853,43650,1280
49854,29296,5669
49855,42432,30454
49858,42544,13043
49861,39731,568
49862,16396,2045
49864,36991,51
49866,51333,7755
49868,38342,5792
49870,42211,3340
49871,59093,508
49872,39146,236
49873,4466,11
49874,12771,392
49876,42691,1265
49877,43424,65
49878,44636,3829
49879,39115,1054
49880,42823,1124
49881,43424,365
49884,1079,28
49885,57350,1991
49886,18023,233
49887,41927,2554
49891,39441,814
49892,46696,1953
49893,46705,1951
49894,38098,737
49895,35727,650
49896,30355,1291
49901,38415,392
49902,35840,198
49903,30805,97
49905,38553,1823
49908,39917,3010
49910,30833,443
49911,30397,3008
49912,43370,1166
49913,32802,7592
49915,31462,696
49916,43321,2709
49917,43880,221
49918,38415,85
49919,39926,304
49920,21045,2655
49921,40396,243
49922,40150,1003
49925,32487,614
49927,31462,479
49929,33521,238
49930,34407,6490
49931,25939,9027
49934,34293,1046
49935,27514,6420
49938,32480,8903
49942,37819,163
49945,37995,2599
49946,41326,4148
49947,36434,1161
49948,38703,652
49950,38415,1388
49952,43369,130
49953,31427,3275
49955,37027,638
49958,40376,1337
49959,34852,406
49960,31531,277
49961,44196,139
49962,41354,268
49963,39124,1001
49965,37597,434
49967,43318,525
49968,35789,2526
49969,37722,1461
49970,39917,268
49971,30833,638
50001,67760,680
50002,44272,1297
50003,53908,6594
50005,53063,730
50006,47621,1676
50007,69118,474
50008,34377,878
50009,64213,16136
50010,49179,25897
50012,6904,324
50014,40269,28094
50020,41734,1407
50021,75452,21595
50022,39102,8494
50023,75112,27986
50025,43880,3325
50026,54923,584
50027,53072,285
50028,61008,1681
50029,47344,691
50032,62925,399
50033,67716,44
50034,54172,490
50035,73563,5387
50036,48880,16287
50038,75519,205
50039,64135,329
50041,51154,92
50042,39362,309
50044,48333,887
50046,65748,1524
50047,61035,5559
50048,46275,861
50049,38249,6493
50050,41586,710
50051,53212,283
50052,39529,138
50054,51386,3356
50055,57306,913
50056,56596,1372
50057,46551,238
50058,44147,1927
50060,35108,2507
50061,82173,1701
50062,46463,741
50063,62833,2604
50064,38758,126
50065,46490,583
50066,71771,262
50067,41159,302
50068,56658,366
50069,69301,1118
50070,54213,1489
50071,41544,1007
50072,65387,2671
50073,69158,1195
50074,44573,334
50075,58350,862
50076,40396,1502
50078,49559,126
50101,39077,66
50102,47442,87
50103,46490,452
50104,42852,128
50105,82985,1158
50106,49961,1039
50107,38776,1099
50108,40168,471
50109,73336,2762
50111,82079,9407
50112,52186,11536
50115,47451,2674
50116,47303,299
50117,46938,193
50118,57500,1027
50119,47765,498
50120,49931,323
50122,52293,1373
50123,42407,818
50124,65522,3750
50125,60981,19556
50126,44308,6853
50127,61318,29
50128,57271,360
50129,45443,5228
50130,57936,1648
50131,42306,9487
50132,56333,367
50133,42062,567
50134,63714,660
50135,51561,1605
50136,42746,445
50138,49539,11720
50139,58823,1288
50140,40290,2969
50141,50173,569
50142,49559,931
50143,57802,600
50144,30134,2901
50146,71771,438
50147,41779,440
50148,53047,432
50149,48373,964
50150,43418,984
50151,58526,724
50153,56632,734
50154,56531,466
50155,57308,255
50156,59530,4412
50157,54355,762
50158,45023,31591
50160,66667,465
50161,59835,2047
50162,49931,1233
50163,46463,858
50164,45952,652
50165,34034,49
50166,62041,1582
50167,65666,748
50168,61318,842
50169,68433,3093
50170,49164,2745
50171,53403,2923
50173,48759,696
50174,39663,1429
50201,55812,8199
50206,52912,526
50207,58880,2537
50208,41586,20417
50210,63404,1691
50211,69115,11192
50212,56959,3131
50213,47127,6812
50214,65810,850
50216,57113,2824
50217,43681,631
50218,67716,139
50219,58525,13939
50220,40344,9020
50222,57804,498
50223,56923,480
50225,63491,2940
50226,89947,4724
50227,48750,40
50228,48978,2417
50229,66961,932
50230,49315,1083
50231,58350,173
50232,51868,537
50233,60369,1388
50234,50952,613
50235,39825,483
50236,53407,1550
50237,71169,3095
50238,44590,1182
50239,53212,210
50240,67057,2453
50242,62429,439
50243,68102,244
50244,65610,1813
50246,47174,735
50247,52827,2515
50248,54288,4420
50249,47721,1332
50250,45325,2330
50251,56389,1270
50252,65810,243
50254,48234,282
50255,42601,65
50256,47874,501
50257,56845,992
50258,52810,1002
50261,70120,2211
50262,45678,453
50263,80728,16069
50264,48114,466
50265,68925,31653
50266,67950,23625
50268,43043,993
50271,56028,628
50272,45750,152
50273,47933,8251
50274,42167,398
50275,53398,532
50276,57518,2517
50277,58657,483
50278,56650,842
50309,26127,5431
50310,52867,30221
50311,43844,15113
50312,55663,15339
50313,49202,17376
50314,29616,12465
50315,41995,35853
50316,33587,16440
50317,46642,36207
50320,52870,20027
50321,61603,7846
50322,70159,30871
50323,105628,10201
50324,64104,4903
50325,99766,15448
50327,71921,10467
50401,42830,29837
50420,47842,377
50421,45018,3032
50423,43923,2976
50424,44705,1482
50426,63125,56
50428,49869,9384
50430,43710,518
50431,48750,273
50432,43141,252
50433,48303,256
50434,60088,498
50435,47422,721
50436,41046,5848
50438,56377,4159
50439,54669,289
50440,49489,422
50441,44268,5776
50444,60503,353
50446,59849,548
50447,43359,1081
50448,53021,695
50449,54676,724
50450,45147,2897
50451,50333,537
50452,48750,804
50453,44156,588
50454,45582,127
50455,45582,450
50456,50012,1741
50457,48646,441
50458,51997,2097
50459,12438,636
50460,45784,364
50461,44000,5613
50464,54784,673
50465,43971,250
50466,46315,1828
50467,56250,94
50468,50563,1615
50469,49274,1574
50470,38516,275
50471,51431,689
50472,61376,2334
50473,44143,268
50475,50758,1757
50476,46324,804
50477,48941,347
50478,43975,775
50479,47941,684
50480,51181,880
50482,51855,774
50483,50073,781
50484,42692,444
50501,40940,29078
50510,42976,1116
50511,44373,7137
50514,48357,1452
50515,44604,279
50516,53836,719
50517,44558,1051
50518,63347,381
50519,47298,624
50520,41219,144
50521,40464,104
50522,45732,857
50523,44083,604
50524,63021,521
50525,44028,3583
50527,39343,223
50528,48047,383
50529,49274,837
50530,40683,1205
50531,53019,242
50532,54277,873
50533,43586,4130
50535,50187,885
50536,43209,4541
50538,43612,503
50539,44166,566
50540,45532,1022
50541,42357,872
50542,52307,933
50543,44083,1492
50544,43591,515
50545,48646,205
50546,41623,346
50548,44737,5869
50551,38988,158
50554,41994,1625
50556,50333,292
50557,41402,750
50558,49460,618
50559,46282,348
50560,51769,590
50561,39533,520
50562,40670,527
50563,48006,2500
50565,42368,468
50566,45062,433
50567,50265,226
50568,47181,1398
50569,40750,836
50570,46370,248
50571,46346,394
50573,42098,68
50574,40497,2181
50575,40492,969
50576,41509,423
50577,47988,410
50578,48100,646
50579,39754,2405
50581,40204,996
50582,41250,234
50583,39800,2855
50585,42992,1176
50586,43627,307
50588,41289,12756
50590,50288,879
50591,48967,320
50593,46346,64
50594,54257,298
50595,41091,9165
50597,50184,1293
50598,58725,912
50599,52573,380
50601,47829,2464
50602,42668,1603
50603,44677,625
50604,48799,1850
50605,44294,168
50606,42657,885
50607,47318,481
50609,51684,446
50611,40680,392
50612,52638,335
50613,48735,42031
50616,37859,10344
50619,54048,2410
50620,47292,54
50621,51390,1530
50622,59870,3206
50624,60170,1743
50625,41509,1004
50626,56049,1804
50627,47306,3456
50628,47306,1374
50629,52146,2418
50630,45994,1728
50632,53315,1107
50633,51154,373
50634,52547,713
50635,52651,1602
50636,42562,1982
50638,54191,3313
50641,49867,2017
50642,53309,581
50643,67408,2747
50644,49274,8648
50645,42978,1204
50647,58723,1894
50648,55646,4054
50650,47903,737
50651,51616,3578
50652,49441,128
50653,49982,639
50654,54008,499
50655,52023,873
50658,35317,2518
50659,40443,5488
50660,52218,1333
50662,36816,7238
50664,52206,53
50665,50744,2841
50666,52110,1027
50667,52547,795
50668,61000,1249
50669,60171,2436
50670,51894,2024
50671,47081,269
50672,47430,594
50673,53309,219
50674,47913,3555
50675,50061,2456
50676,56802,2105
50677,53895,12131
50680,53052,1095
50681,52206,457
50682,52726,1572
50701,47511,30324
50702,40619,19970
50703,32059,19863
50707,40521,8509
50801,39234,9590
50830,46543,1743
50833,39956,2305
50835,43875,92
50836,39792,457
50837,47155,376
50839,46188,34
50840,36628,560
50841,36942,2824
50842,57596,105
50843,46792,596
50845,44687,811
50846,44845,1123
50847,53750,87
50848,45644,378
50849,44927,2740
50851,38330,2087
50853,47262,702
50854,42051,2303
50857,36316,272
50858,47269,796
50859,46212,584
50860,42250,474
50861,54992,274
50862,36097,148
50863,43875,293
50864,43075,2057
51001,102714,2432
51002,55398,2741
51003,52112,1700
51004,45079,1033
51005,46323,1491
51006,41825,1075
51007,56894,730
51008,54563,151
51009,43495,164
51010,41770,456
51011,43646,79
51012,38630,6642
51014,46861,528
51016,43665,1378
51018,44257,404
51019,43111,773
51020,49317,658
51022,49571,789
51023,91592,3216
51024,71635,2070
51025,49479,1989
51026,49883,862
51027,48198,1260
51028,55828,2065
51029,56842,251
51030,60142,1737
51031,51983,12336
51033,42806,428
51034,41185,1820
51035,54120,1685
51036,51038,726
51037,48905,322
51038,71820,1535
51039,57049,2475
51040,37691,3712
51041,51838,6976
51044,49665,253
51046,43827,1660
51047,45863,646
51048,43396,554
51049,45246,506
51050,56803,2631
51051,40915,90
51052,50991,1027
51053,50038,1161
51054,74851,5110
51055,49918,1319
51056,50675,478
51058,43927,1007
51060,44055,615
51061,45445,510
51062,72053,526
51063,43219,1100
51101,24052,809
51103,39566,17453
51104,52020,22104
51105,29840,10216
51106,50974,26544
51108,53901,5566
51109,41242,3098
51111,23816,94
51201,43875,6193
51230,50307,462
51231,45345,282
51232,41293,875
51234,55321,1268
51235,50571,1079
51237,47726,1703
51238,54343,1184
51239,59762,3123
51240,49773,1746
51241,50307,1737
51242,50307,212
51243,47626,807
51244,55321,79
51245,45196,1359
51246,50206,3844
51247,47909,4870
51248,45179,1857
51249,45775,3593
51250,56305,8249
51301,42608,12691
51331,53924,1140
51333,56190,522
51334,41503,7661
51338,46618,1000
51341,56190,49
51342,39328,1249
51343,55716,238
51345,40679,403
51346,44536,2451
51347,62526,1431
51350,40292,411
51351,47459,4365
51354,40333,1096
51355,52917,874
51357,45921,728
51358,45960,1310
51360,91336,8044
51363,58386,130
51364,44452,690
51365,53472,453
51366,55825,379
51401,47332,12373
51430,59925,761
51431,42009,394
51433,40712,676
51436,56803,904
51439,44759,1047
51440,43438,400
51441,44159,353
51442,43451,9838
51443,53651,1798
51444,60000,246
51445,42708,2867
51446,48427,511
51447,47567,228
51448,43842,611
51449,36327,2128
51450,42532,1583
51451,53651,116
51453,44100,695
51454,49651,1346
51455,45821,2306
51458,46332,1467
51459,53651,75
51461,43537,1165
51462,41589,1013
51463,43698,552
51465,44342,733
51466,46190,1092
51467,46821,615
51501,41008,35406
51503,57286,36376
51510,46366,3785
51520,45611,233
51521,53375,2036
51523,43522,357
51525,63420,1184
51526,69860,1753
51527,48267,530
51528,45706,931
51529,49098,1671
51530,46810,854
51531,48211,914
51532,54287,622
51533,49805,895
51534,62703,9236
51535,46607,1923
51536,48765,448
51537,41561,6703
51540,49211,449
51541,50524,363
51542,70325,1011
51543,47085,445
51544,44667,721
51545,49638,378
51546,50768,2915
51548,69270,433
51549,64158,465
51550,48000,181
51551,53834,1828
51552,43180,301
51553,67897,1013
51554,80156,187
51555,53065,5245
51556,48324,437
51557,92029,900
51558,44604,560
51559,68004,1788
51560,51092,2099
51561,71729,1455
51562,46810,449
51563,67425,779
51564,50052,501
51565,46846,501
51566,37059,7035
51570,50169,1039
51571,75294,649
51572,43913,398
51573,41766,1093
51575,69251,1616
51576,69415,2110
51577,52445,1184
51578,46810,79
51579,48145,2340
51601,36242,6025
51630,46481,173
51631,46481,306
51632,38498,7297
51636,46481,405
51637,46481,214
51638,51245,1299
51639,47742,795
51640,89698,1748
51645,48163,262
51646,45644,763
51647,46481,141
51648,45952,255
51649,47752,328
51650,47742,370
51652,47972,1783
51653,49915,1379
51654,46084,526
51656,46481,71
52001,40809,43173
52002,63813,14559
52003,60065,13436
52030,54255,434
52031,56592,5120
52032,53355,1456
52033,55014,3202
52035,41296,1010
52037,49782,1223
52038,57026,491
52039,62149,1158
52040,44169,5526
52041,43292,1608
52042,46155,1999
52043,46070,2321
52044,39546,153
52045,60227,2589
52046,58591,2127
52047,50310,567
52048,39855,333
52049,47023,1270
52050,43439,515
52052,37244,3136
52053,49215,1163
52054,55771,940
52057,46013,8222
52060,36129,8658
52064,49304,847
52065,48166,1130
52066,39522,80
52068,71715,3924
52069,49206,1609
52070,49832,1128
52072,49334,381
52073,51953,1414
52074,49043,310
52076,41004,2295
52077,40382,398
52078,49192,914
52079,52612,782
52101,48684,13864
52132,50246,1938
52133,56109,558
52134,47134,285
52135,38654,864
52136,44140,5967
52140,49410,532
52141,40752,1435
52142,42849,1871
52144,49832,1261
52146,47032,1039
52147,50323,1050
52151,44142,2138
52154,45387,995
52155,49230,1323
52156,49645,659
52157,50354,1828
52158,50354,314
52159,49634,2330
52160,49259,867
52161,57906,1505
52162,51432,3285
52163,49824,276
52164,50072,212
52165,46467,1004
52166,50323,104
52168,49394,188
52169,42708,432
52170,46601,599
52171,49100,1048
52172,44016,6303
52175,42177,3492
52201,55871,1267
52202,51652,1152
52203,60917,1932
52205,47684,8682
52206,75453,2303
52207,46504,383
52208,38801,3153
52209,57375,1074
52210,60411,697
52211,46509,2624
52212,46515,285
52213,65178,4340
52214,52409,3090
52215,49698,843
52216,49062,1428
52217,52798,590
52218,53446,1788
52219,53095,178
52220,57702,237
52221,49209,221
52222,49196,709
52223,49750,1351
52224,53366,2016
52225,51318,447
52227,77561,2461
52228,69014,2772
52229,56816,721
52231,49107,328
52232,46435,178
52233,54324,6981
52235,54440,698
52236,57702,592
52237,49833,1522
52240,42795,32230
52241,55324,18911
52242,40605,1592
52245,50806,22573
52246,43966,21114
52247,53287,5645
52248,48386,1815
52249,57270,965
52251,50471,590
52253,66783,3192
52254,49192,895
52255,49167,1208
52257,57332,210
52301,51799,3873
52302,63425,36980
52305,55406,629
52306,58396,1754
52307,57702,90
52308,49028,132
52309,46924,397
52310,46992,6431
52312,54942,115
52313,56816,397
52314,67028,5865
52315,75191,1222
52316,50658,1659
52317,66381,14775
52318,73596,1033
52320,53332,1203
52321,48300,404
52322,60184,2436
52323,44268,867
52324,84834,1890
52325,63328,873
52326,60411,547
52327,53201,3012
52328,84826,2826
52329,60411,803
52330,49842,900
52332,62262,2006
52333,83251,6168
52334,57702,311
52335,45308,709
52336,58455,2363
52337,58136,845
52338,99426,3283
52339,40159,4504
52340,62789,2180
52341,87694,1093
52342,40473,3274
52345,68125,1468
52346,58811,1085
52347,48691,1410
52348,50122,51
52349,48965,7643
52351,77042,1455
52352,63765,2025
52353,48237,9173
52354,60522,379
52355,43164,277
52356,48312,2656
52358,63628,3733
52359,46274,279
52361,62271,4527
52362,43827,1041
52401,21151,2017
52402,59067,40149
52403,55584,23673
52404,45733,37796
52405,52419,23621
52411,96372,6896
52501,39972,30220
52530,45691,1005
52531,41983,5976
52533,55028,1215
52534,53664,284
52535,41274,888
52536,54177,967
52537,47607,7098
52540,48749,1420
52542,85941,435
52543,53418,291
52544,31882,7847
52548,49318,97
52549,36230,762
52550,41574,585
52551,39858,688
52552,49513,830
52553,50619,1745
52554,46411,1373
52555,36230,344
52556,40875,13247
52557,40766,85
52560,44391,430
52561,53174,962
52563,40536,1583
52565,40074,2027
52566,49318,168
52567,55858,615
52569,41553,610
52570,39871,954
52571,37021,1407
52572,38571,1132
52573,85941,162
52574,35179,826
52576,39090,568
52577,41506,15055
52580,56486,460
52581,35252,305
52583,34034,342
52584,44391,438
52585,40499,988
52586,53315,521
52588,41534,134
52590,33192,1246
52591,42081,3028
52593,37986,142
52594,40636,399
52595,37668,416
52601,40073,29723
52619,47149,594
52620,40094,938
52621,55508,668
52623,49579,1993
52624,56705,290
52625,51831,2802
52626,86924,1346
52627,41928,13105
52630,47766,445
52632,36861,13086
52635,52904,675
52637,47332,2449
52638,53824,514
52639,43983,2002
52640,50590,1447
52641,40778,12357
52644,45041,412
52645,44014,3176
52646,48285,376
52647,45759,229
52649,48528,887
52650,49257,826
52651,41116,646
52653,48815,3570
52654,47000,1728
52655,45208,4219
52656,55591,2359
52657,56035,95
52658,55407,1071
52659,46163,1553
52660,56202,226
52701,65561,108
52720,57111,861
52721,48444,798
52722,73260,34754
52726,61574,4468
52727,65561,409
52728,60266,1110
52729,53611,874
52730,47479,4950
52731,65324,894
52732,42337,28293
52737,52500,384
52738,51474,3567
52739,64093,745
52742,56275,7618
52745,56496,633
52746,62519,967
52747,49247,2106
52748,65313,8850
52749,69159,925
52750,65561,619
52751,53363,1054
52752,47071,515
52753,84018,5153
52754,55080,1274
52755,56148,1928
52756,69629,2133
52757,47390,201
52758,72409,199
52760,56992,533
52761,51745,30678
52765,55108,453
52766,48978,820
52767,87933,349
52768,72409,1426
52769,59793,671
52772,48770,5029
52773,63492,2380
52774,49028,136
52776,49281,4947
52777,53421,1357
52778,55809,4043
52801,13088,1122
52802,32566,10868
52803,41820,22174
52804,41705,27379
52806,47895,27503
52807,72246,13470
53001,65295,1901
53002,70345,2299
53003,68924,141
53004,73007,3330
53005,84700,19425
53006,57835,1779
53007,48554,1841
53010,59944,7681
53011,63743,2260
53012,75593,18097
53013,62761,3308
53014,54776,7962
53015,60442,2609
53016,58836,384
53017,88182,5538
53018,99862,7899
53019,61806,2027
53020,64593,3500
53021,70126,4709
53022,78067,18920
53023,62228,1496
53024,70907,16579
53027,64419,22041
53029,88549,20799
53031,67396,43
53032,54186,4757
53033,87709,4885
53034,52893,1811
53035,61076,2406
53036,65780,2720
53037,70094,9260
53038,61825,4013
53039,54672,4863
53040,67237,8064
53042,54213,6690
53044,77109,2297
53045,89289,21686
53046,69722,1107
53047,52889,78
53048,55811,3364
53049,68711,2451
53050,58542,6986
53051,73738,35651
53057,63325,1928
53058,98617,3243
53059,65512,1767
53061,48263,5196
53063,61245,1552
53065,61500,2226
53066,78691,33830
53069,81533,697
53070,62763,4713
53072,76612,23907
53073,53502,15757
53074,59660,12880
53075,62174,3345
53076,82067,3648
53078,68443,1912
53079,61734,1413
53080,56627,5715
53081,43459,43129
53083,59912,20362
53085,55733,11267
53086,63437,8255
53088,58036,379
53089,80437,18568
53090,57218,21873
53091,56497,2018
53092,106413,20024
53093,63287,1981
53094,50901,19169
53095,59075,27139
53097,96923,6319
53098,54916,11965
53103,73457,3724
53104,74380,5426
53105,60868,29225
53108,67618,3329
53110,46984,18320
53114,55275,2678
53115,49368,15788
53118,79124,7202
53119,82839,5608
53120,68656,9679
53121,60059,19045
53122,103513,5985
53125,61086,1895
53126,70552,6431
53128,56345,8947
53129,61334,13973
53130,60459,7755
53132,78877,34863
53137,60917,1702
53139,63231,2802
53140,37500,30017
53142,65738,32375
53143,46743,23264
53144,55406,27256
53146,76034,7458
53147,53089,16457
53149,77232,19057
53150,83929,24850
53151,80283,31987
53153,82197,2328
53154,67985,34451
53156,56221,2992
53158,76177,15917
53167,72083,399
53168,66742,8643
53170,59438,2380
53172,55330,21156
53177,54419,8329
53178,64086,2626
53179,63626,6310
53181,68571,7357
53182,61144,9412
53183,86809,2815
53184,61042,4271
53185,74511,18551
53186,57104,33592
53188,65359,35195
53189,79656,26228
53190,42459,19200
53191,60702,2842
53192,53775,217
53195,61081,114
53202,41513,23386
53203,70203,938
53204,27482,42355
53205,23648,10050
53206,22604,28210
53207,52070,35149
53208,34522,31133
53209,37107,46917
53210,34800,28126
53211,57739,35406
53212,30592,30416
53213,66260,26020
53214,45041,34725
53215,34884,60953
53216,35049,32264
53217,101746,29192
53218,33814,40625
53219,47285,33880
53220,47353,26303
53221,49337,37701
53222,52348,25165
53223,46650,29230
53224,45014,21284
53225,41733,25706
53226,67408,18370
53227,42882,23357
53228,58360,14369
53233,21228,16453
53235,47015,9270
53295,16049,359
53402,56283,33174
53403,39564,27432
53404,40043,15658
53405,49299,25193
53406,57039,25845
53501,61842,23
53502,61714,2421
53503,61969,1947
53504,52331,2084
53505,61655,354
53506,45823,1125
53507,64418,2196
53508,64959,5262
53510,52172,1482
53511,42585,48929
53515,68288,2268
53516,56705,2152
53517,75033,1752
53518,45868,1330
53520,52153,6810
53521,76305,3656
53522,53133,1085
53523,63516,4949
53525,53516,4052
53526,49798,565
53527,81272,9963
53528,75751,5734
53529,74130,2031
53530,48322,4566
53531,68911,4338
53532,72839,13606
53533,53604,7276
53534,53425,11512
53536,65067,8503
53537,56475,781
53538,53099,18468
53540,47273,169
53541,48911,861
53543,45702,1641
53544,64709,800
53545,52257,23117
53546,57977,30648
53548,46652,18558
53549,46985,10414
53550,54043,1239
53551,60783,8273
53553,49798,624
53554,47695,1134
53555,70135,8465
53556,48275,2594
53557,54256,482
53558,74075,10742
53559,62012,6063
53560,66321,3458
53561,56165,1618
53562,73968,23627
53563,62851,10728
53565,56727,4765
53566,46954,15217
53569,43627,1155
53570,64479,2627
53571,71653,280
53572,64226,9970
53573,43250,3062
53574,64146,3877
53575,78371,15494
53576,56475,2319
53577,58475,1371
53578,56289,5924
53579,54256,1760
53580,49798,564
53581,40739,10363
53582,64372,1079
53583,59180,5747
53585,55126,2215
53586,44431,2284
53587,48911,1290
53588,53966,4077
53589,67097,19427
53590,70385,36294
53593,84972,19225
53594,56707,5144
53597,76286,16844
53598,71657,2511
53599,48911,69
53702,60187,50
53703,25078,27958
53704,53358,44034
53705,61309,23494
53706,6359,1983
53711,66829,43858
53713,41359,22146
53714,55126,16463
53715,16488,8116
53716,60222,18419
53717,75889,11962
53718,72467,11753
53719,65796,28487
53726,46184,5177
53801,42049,878
53802,44400,58
53803,43114,1306
53804,42666,1372
53805,43081,5269
53806,44400,1831
53807,49664,4843
53808,49082,1049
53809,43479,4120
53810,43797,429
53811,49399,3371
53813,43305,6075
53816,42304,810
53817,42049,205
53818,41764,15091
53820,48239,2532
53821,38256,8456
53825,46892,487
53826,41214,1332
53827,42398,292
53901,42919,14445
53910,33919,3508
53911,70767,1351
53913,48953,19881
53916,48175,22507
53919,57098,2629
53920,48883,414
53922,62489,1036
53923,55999,2098
53924,13315,359
53925,52921,7781
53926,52659,1628
