Zip,Median,Pop
28043,32036,20471
28052,30547,36507
28054,43918,33183
28056,57446,28208
28071,48661,2730
28072,48902,1016
28073,38811,5167
28075,80432,7743
28076,34544,592
28077,41163,547
28078,85720,27695
28079,70020,15369
28080,49682,6205
28081,39161,23423
28083,41144,19980
28086,41244,25312
28088,38087,2874
28089,45625,106
28090,37746,8506
28091,33141,2141
28092,41937,34904
28097,58612,4692
28098,35591,2735
28101,43006,661
28102,39594,78
28103,47547,9378
28104,94577,15780
28105,74386,30927
28107,59279,5564
28108,76573,28
28109,52986,528
28110,52297,35519
28112,47652,22883
28114,40226,6785
28115,54838,24524
28117,78945,19172
28119,39594,2911
28120,49788,15634
28124,52717,5990
28125,50068,2027
28127,46775,6985
28128,41733,7466
28129,48837,4940
28133,38063,2664
28134,51856,7505
28135,37060,4487
28137,50927,2664
28138,51706,9415
28139,39452,18276
28144,37070,25635
28146,45567,24539
28147,46084,22033
28150,36808,28647
28152,41646,23696
28159,36434,3207
28160,30430,3675
28163,52207,4699
28164,51046,11794
28166,50012,6369
28167,37106,2207
28168,42520,9250
28169,30767,203
28170,33396,12426
28173,89297,17652
28174,39843,6725
28202,56632,5034
28203,60080,10068
28204,49877,4910
28205,37458,46232
28206,24984,12567
28207,148850,8669
28208,27448,35954
28209,64240,19752
28210,57651,41008
28211,73652,27516
28212,36232,35278
28213,40640,26009
28214,50528,20676
28215,48010,41818
28216,44037,29547
28217,35691,19651
28226,82899,35095
28227,55653,40283
28262,44560,21597
28269,63730,42216
28270,88425,26540
28273,51769,18037
28277,97891,33916
28278,76765,6312
28301,24917,18629
28303,48564,32257
28304,43354,35965
28305,51299,6297
28306,49849,31241
28307,32961,12132
28308,37780,3325
28310,1799,237
28311,47612,32978
28312,44474,16594
28314,48368,47761
28315,39033,8783
28318,38443,4449
28320,31735,8479
28323,43336,2467
28325,32589,394
28326,44517,11013
28327,44734,13512
28328,33936,25336
28330,27737,317
28332,27336,408
28333,37238,11624
28334,35535,23502
28337,30702,9461
28338,30137,4463
28339,41722,6440
28340,24801,11462
28341,33085,4169
28342,63373,353
28343,30273,1762
28344,41958,3072
28345,35793,12373
28347,52866,1993
28348,47826,24341
28349,39932,3419
28350,53731,329
28351,31347,4973
28352,29053,25153
28356,56183,4133
28357,33902,3013
28358,31528,36597
28360,30198,12570
28363,40275,1575
28364,28568,13983
28365,35936,14947
28366,38701,4690
28367,28931,75
28369,33742,2461
28371,39927,5347
28372,28565,11832
28373,37388,1984
28374,59973,11200
28375,33594,101
28376,41097,25635
28377,27920,11488
28379,30616,26310
28382,37064,6794
28383,25339,7717
28384,31488,10679
28385,39130,2968
28386,30778,5461
28387,49109,13026
28390,36513,19630
28391,51705,4625
28392,27336,1215
28393,33544,1971
28394,51477,4661
28395,53845,2409
28396,34419,2615
28398,27949,7240
28399,26523,1949
28401,28897,21873
28403,36646,30310
28405,50441,23775
28409,74301,26369
28411,66585,19155
28412,49586,23493
28420,33446,3494
28421,40786,1363
28422,41029,4619
28423,40891,2344
28424,36953,99
28425,40145,9405
28428,48818,5281
28429,51024,7455
28430,32355,1950
28431,29948,7120
28432,36382,1870
28433,30196,5167
28434,26852,1459
28435,33046,2365
28436,43113,1758
28438,42454,1919
28439,32434,1809
28441,30751,3330
28442,41556,1773
28443,50911,10532
28444,31779,1873
28445,48849,4493
28447,34020,1449
28448,37866,1003
28449,60605,1361
28450,52639,2351
28451,47108,15896
28452,30000,654
28453,29763,3310
28454,30185,2282
28455,36978,1869
28456,38292,3531
28457,47075,7850
28458,33408,5710
28460,45476,5501
28461,52957,9095
28462,36744,9934
28463,26941,7947
28464,32395,1941
28465,49677,6782
28466,31477,8546
28467,49230,5167
28468,47162,2746
28469,47430,4141
28470,39334,7504
28472,37473,18665
28478,36797,4399
28479,53336,2680
28480,70375,2564
28501,27992,21394
28504,40657,22060
28508,34080,1914
28510,44669,1434
28511,65982,818
28512,53996,3347
28513,34754,9359
28515,31829,2682
28516,39355,10370
28518,36169,6403
28519,34471,280
28520,31657,324
28521,31582,1939
28523,41575,2432
28524,31657,411
28525,38461,2831
28526,41287,2572
28527,35070,990
28528,37938,653
28529,39835,2093
28530,37266,6450
28531,36729,1524
28532,55405,27188
28533,93098,243
28537,31175,216
28538,34485,2151
28539,43065,12506
28540,43939,42685
28543,32660,6399
28544,40413,6252
28546,47398,32016
28547,22583,10195
28551,43787,12645
28552,31175,318
28553,37938,507
28554,24344,150
28555,43357,4471
28556,53569,814
28557,49974,13198
28560,40542,25595
28562,52368,27646
28570,46316,18256
28571,50065,2485
28572,35775,5749
28573,38685,2162
28574,43289,9528
28575,53688,337
28577,65982,461
28578,40483,4454
28579,36622,506
28580,34886,9713
28581,31657,204
28582,49845,1251
28583,50077,285
28584,50517,7684
28585,38610,4049
28586,37188,7064
28587,31175,416
28589,31657,171
28590,52312,13781
28594,59483,3489
28601,46651,47402
28602,38732,27390
28604,39549,5460
28605,40912,3435
28606,35552,2066
28607,27732,26591
28609,52106,5325
28610,45276,8959
28611,33573,1009
28612,35798,11761
28613,45100,19782
28615,27556,1981
28616,36401,518
28617,36982,2100
28618,52067,1924
28619,34683,1693
28621,34093,10502
28622,30248,2379
28623,33066,1694
28624,31522,1556
28625,47546,30278
28626,48980,1870
28627,33066,1147
28628,36398,358
28629,39932,58
28630,44328,17977
28631,39812,634
28634,35147,5015
28635,30770,3777
28636,43944,5041
28637,33854,1711
28638,41692,10813
28640,29995,4212
28642,35318,5446
28643,31118,3340
28644,37057,1532
28645,33881,46229
28646,46833,471
28647,35804,68
28649,33325,939
28650,44707,10524
28651,33374,6636
28652,39438,33
28654,40047,3186
28655,37896,54244
28657,37126,9760
28658,41765,24802
28659,30028,20703
28660,39797,1701
28662,42331,98
28663,34494,559
28665,32102,2128
28666,35207,412
28667,35876,173
28668,33066,318
28669,31561,2855
28670,33050,2696
28671,39722,643
28672,39932,37
28673,58432,4356
28675,27956,6154
28676,36177,3458
28677,38499,31877
28678,45338,4733
28679,39458,1804
28681,39237,23262
28682,58753,849
28683,34685,1591
28684,42609,1864
28685,33819,1963
28689,43724,1727
28690,38509,9434
28692,35179,3558
28693,29811,1362
28694,35475,6862
28697,41153,12006
28698,38184,2196
28701,45547,3183
28702,29974,295
28704,52233,14353
28705,22472,4657
28707,40795,192
28708,34532,602
28709,37460,2229
28711,41131,12000
28712,41411,17034
28713,39754,7894
28714,36851,16681
28715,42323,20042
28716,45405,16192
28717,45957,1546
28718,53698,499
28719,27898,7273
28720,46307,162
28721,39791,8924
28722,44974,5421
28723,34031,7952
28725,42867,44
28726,32535,3020
28729,45750,2337
28730,53611,8087
28731,47631,6443
28732,51662,10871
28733,28497,59
28734,38854,23570
28736,37135,701
28739,52059,17830
28740,21064,778
28741,41572,3203
28742,46314,2022
28743,33464,2318
28745,47525,491
28746,45291,1966
28747,37955,2031
28748,44561,9783
28749,40981,53
28751,42460,2847
28752,35317,28335
28753,41054,10935
28754,39002,7041
28756,43878,3747
28757,41373,302
28759,51068,5537
28761,33502,7049
28762,35436,6942
28763,42180,2012
28766,40647,957
28768,16185,2526
28771,28330,7673
28772,34655,1168
28773,44117,3143
28774,42769,817
28775,46636,301
28777,35904,10150
28778,46062,9239
28779,40095,13833
28781,35951,976
28782,41365,6400
28783,32017,1380
28785,42276,6378
28786,39461,19197
28787,51001,17308
28789,39500,4531
28790,47095,2712
28791,57012,13308
28792,36645,24013
28801,26264,12065
28803,51382,23893
28804,48941,19110
28805,45598,15974
28806,38114,33600
28901,32521,5157
28902,36552,1187
28904,34610,7169
28905,39640,3048
28906,38687,15633
28909,35736,693
29001,2265,149
29003,34551,6989
29006,35567,9565
29009,6487,456
29010,16300,8210
29014,34910,1891
29015,25321,1738
29016,61901,16393
29018,33012,3749
29020,41106,22463
29030,34956,1967
29031,31695,1349
29032,34700,3910
29033,39011,11603
29036,76474,19140
29037,27363,513
29038,33689,2445
29039,40268,4215
29040,42745,8767
29042,27521,5868
29044,41259,5652
29045,57220,21871
29046,1186,10
29047,34561,3683
29048,28036,4864
29051,31660,935
29052,37956,2021
29053,39268,17756
29054,56099,9612
29055,30025,4337
29056,21850,2448
29058,38945,4746
29059,28225,6068
29061,47981,13717
29062,49889,176
29063,74736,32717
29065,32088,677
29067,37111,10949
29069,35868,5020
29070,43183,15273
29072,72503,49566
29073,54355,40775
29074,43155,241
29075,72219,2963
29078,49265,15293
29079,42132,151
29080,28916,3159
29081,30988,1352
29082,33746,572
29101,41295,3023
29102,33253,17999
29104,32268,1531
29105,37547,1514
29107,38690,3166
29108,35001,20469
29111,32482,1632
29112,34348,4551
29113,35421,1618
29114,31397,2190
29115,30064,31128
29117,16587,1160
29118,43602,15310
29122,65355,54
29123,43634,7617
29125,34649,3072
29126,51768,2267
29127,54165,7972
29128,31865,5866
29129,35124,3164
29130,38326,6655
29133,28365,1044
29135,26289,6995
29137,36629,2539
29138,31792,8815
29142,31067,4890
29145,43615,837
29146,35971,1767
29148,28225,6230
29150,37948,40031
29152,39514,2393
29153,33907,15633
29154,47013,28135
29160,32709,6352
29161,38267,11383
29162,32349,4122
29163,30093,1975
29164,34005,4690
29166,32292,904
29168,35694,3582
29169,43046,22845
29170,54665,19988
29172,37646,9293
29175,43155,378
29178,37273,3377
29180,31662,14267
29201,26146,20594
29202,34500,135
29203,31966,36404
29204,35943,19952
29205,45364,24822
29206,58308,17788
29207,28066,11570
29208,34500,695
29209,52297,33324
29210,33361,32797
29212,66555,28587
29223,55063,50141
29225,34500,1228
29229,68824,44229
29301,45414,31051
29302,50867,16571
29303,30236,25058
29306,28353,15861
29307,45910,18751
29316,51441,22281
29320,32965,530
29321,35319,2596
29322,45852,8781
29323,36653,12904
29324,39885,167
29325,35549,15222
29329,41019,278
29330,24344,6200
29331,34176,142
29332,32751,2435
29333,27889,374
29334,49744,11331
29335,40999,5654
29338,46847,85
29340,33110,20763
29341,32855,15360
29346,50227,307
29349,47875,30129
29351,29944,1563
29353,38099,4174
29355,34806,810
29356,45088,8074
29360,34697,20977
29364,40430,592
29365,46123,10146
29368,32902,68
29369,59586,13044
29370,33812,1045
29372,38631,4507
29373,38994,297
29374,56219,3534
29375,51827,95
29376,45715,6909
29377,34136,761
29378,25288,207
29379,31863,19186
29384,43731,3945
29385,37835,7221
29388,38872,14470
29401,50958,10895
29403,28388,20818
29404,44137,1348
29405,27767,26328
29406,35642,29314
29407,49030,34827
29409,52853,2100
29410,55772,17816
29412,58389,35850
29414,56919,31883
29418,47630,23540
29420,54344,21834
29423,35614,956
29424,14583,389
29426,37952,1741
29429,49021,2737
29431,46250,6071
29432,34007,2853
29434,37796,537
29435,35028,4122
29436,13759,1298
29437,39382,2380
29438,41156,2408
29439,56355,2399
29440,35792,28469
29445,55333,53588
29446,37788,1138
29448,39410,2356
29449,41715,7749
29450,42161,3105
29451,93235,4205
29452,41316,394
29453,37796,1252
29455,64226,20478
29456,52702,27864
29458,38616,2713
29461,49516,30141
29464,72090,43649
29466,84718,28725
29468,23899,2107
29469,47198,855
29470,55981,4232
29471,38600,1537
29472,45381,9416
29474,33980,2176
29475,30607,2874
29477,31789,6789
29479,34011,7337
29481,28323,1841
29482,101563,1791
29483,52500,66731
29485,60385,45057
29487,45441,2725
29488,30979,22220
29492,73849,10262
29493,27451,117
29501,48878,43220
29505,49247,24279
29506,30720,20960
29510,22289,8637
29511,46444,5146
29512,26895,19514
29516,29628,829
29518,38938,1232
29519,36639,285
29520,32387,14617
29525,26098,2029
29526,43915,39033
29527,37088,22027
29530,39274,2915
29532,35800,20871
29536,28252,17722
29540,23919,3476
29541,44228,9465
29543,25976,606
29544,42053,4909
29545,26581,1657
29546,35559,2834
29547,35657,2917
29550,40984,32132
29554,30041,9332
29555,34095,6440
29556,25267,12870
29560,31907,13664
29563,25933,2676
29564,22279,985
29565,29729,7127
29566,45814,15179
29567,34286,564
29568,39657,12224
29569,32658,15951
29570,29636,3913
29571,30136,15622
29572,49331,7893
29574,30502,11909
29575,43927,15512
29576,50892,24446
29577,37933,26934
29579,52883,32180
29580,24295,1450
29581,29438,4650
29582,50542,14622
29583,36762,5438
29584,36018,2563
29585,61548,13606
29588,44133,36499
29590,15549,2437
29591,32843,5467
29592,28503,1197
29593,10570,613
29594,29699,121
29596,33084,2424
29601,34024,8840
29605,40241,34414
29607,54934,34422
29609,42953,27232
29611,29971,28799
29613,56197,2334
29614,60510,2720
29615,53729,35151
29617,36057,25685
29620,31539,12907
29621,50340,39101
29624,23796,14610
29625,42465,27538
29626,39685,12364
29627,41307,18367
29628,32172,2723
29630,38473,14186
29631,37452,13318
29634,12159,5589
29635,46289,1254
29638,35959,2944
29639,37963,1742
29640,43541,30574
29642,57561,29561
29643,41636,2756
29644,47449,18578
29645,45448,9982
29646,35297,28159
29649,46787,26235
29650,66117,32632
29651,52597,42844
29653,43142,4811
29654,36386,9937
29655,30472,7796
29657,42451,15116
29658,36250,333
29659,35069,118
29661,46816,5648
29662,54145,15090
29664,36250,1808
29665,65858,127
29666,41270,6570
29667,45000,269
29669,41581,12387
29670,45239,8673
29671,42340,18030
29672,56477,11868
29673,44522,25348
29676,52943,5201
29678,37418,21676
29680,63292,27285
29681,77901,46979
29682,51281,3818
29683,47616,291
29684,35825,4862
29685,47691,1230
29686,48140,1027
29687,49134,39561
29689,42563,3889
29690,41910,20914
29691,41446,11333
29692,38777,4856
29693,40141,14215
29696,50652,4125
29697,47273,12207
29702,31866,10059
29704,43049,3721
29706,32832,19847
29707,58692,17742
29708,88158,25035
29709,36683,6498
29710,54594,29449
29712,44580,2317
29714,42362,2927
29715,66316,24823
29717,45126,1251
29718,32971,3856
29720,37290,46041
29724,41250,43
29726,45267,1750
29727,30639,1650
29728,29890,10301
29729,39835,2271
29730,41113,52354
29732,51684,48487
29741,32492,2082
29742,43179,2460
29743,45227,1071
29745,47180,28919
29801,36804,26778
29803,62401,36843
29805,36812,5864
29809,47213,2206
29810,2573,374
29812,36606,11854
29816,39304,1033
29817,28898,4913
29819,40635,1523
29821,55915,1487
29824,32487,8535
29826,34292,164
29827,24249,4526
29828,34544,1003
29829,36320,8651
29831,38756,4146
29832,33617,5335
29834,38609,1687
29835,20037,4702
29836,4183,55
29838,41640,501
29841,47812,32494
29842,43153,7675
29843,35774,1291
29844,44524,123
29845,41132,1104
29847,51393,5480
29848,32487,573
29849,35177,294
29850,39539,111
29851,36766,7524
29853,34842,6580
29856,37798,3255
29860,62127,14450
29899,26646,1244
29902,48152,14779
29904,41635,659
29905,51351,3054
29906,44624,21765
29907,72293,12570
29909,61064,16394
29910,57032,33954
29911,39305,1725
29912,38627,42
29915,50707,416
29916,37241,1533
29918,36411,5278
29920,42152,9481
29921,25500,227
29922,29653,1214
29923,37771,392
29924,36251,4331
29926,66365,23742
29927,42204,8237
29928,70609,16110
29929,33798,1135
29932,33263,269
29934,35735,1172
29935,40835,3685
29936,37551,13354
29939,25500,302
29940,11805,1401
29943,36690,477
29944,35047,5118
29945,25793,3635
30002,40815,5861
30004,113142,53033
30005,106759,34442
30008,46541,29822
30009,80278,13722
30011,61153,14402
30012,44773,27258
30013,61040,25183
30014,49250,35037
30016,52216,51140
30017,73973,20160
30019,78415,40447
30021,33232,21989
30022,105468,64359
30024,101308,64614
30025,51907,9270
30028,68738,22182
30030,71913,26473
30032,33722,43994
30033,55020,30763
30034,49519,43113
30035,43254,20396
30038,51268,37233
30039,67510,41517
30040,84921,54653
30041,90473,52749
30043,70768,80241
30044,57915,79701
30045,66761,34402
30046,55818,34523
30047,68366,59660
30052,64521,59451
30054,57537,11985
30055,50550,3018
30056,50251,2500
30058,50396,52945
30060,41168,34562
30062,91856,62136
30064,77525,46076
30066,81003,52936
30067,64651,45182
30068,102063,31595
30070,39558,342
30071,50949,23005
30072,34511,730
30075,103387,52573
30076,70929,42678
30078,72001,33057
30079,31087,2960
30080,58983,49905
30082,64708,25905
30083,37238,43791
30084,56903,35921
30087,68550,36761
30088,51921,25248
30092,81058,31704
30093,40737,53351
30094,62427,31244
30096,54447,62265
30097,98967,41715
30101,81571,54373
30102,61172,37470
30103,43171,14781
30104,48743,4708
30105,49869,2294
30106,51021,20300
30107,61799,12908
30108,44129,7256
30110,39832,13349
30113,37006,6218
30114,63965,49774
30115,74417,35672
30116,43941,23156
30117,39928,34296
30118,35810,2373
30120,49431,38085
30121,43156,22078
30122,50403,21561
30124,44343,2978
30125,36787,24352
30126,67116,37088
30127,71587,60347
30132,64688,34215
30134,51405,43356
30135,67608,61912
30137,52790,1650
30139,43073,3655
30141,61054,22457
30143,52948,21145
30144,65169,52252
30145,56246,8378
30147,44715,4365
30148,56472,453
30149,53500,1569
30152,84167,40393
30153,44592,18411
30157,59206,45123
30161,38620,35058
30164,50548,16
30165,78860,39975
30168,42277,24241
30170,46494,2994
30171,56548,3491
30173,52858,6221
30175,44594,6074
30176,37258,7050
30177,47620,1049
30178,62311,3468
30179,50336,16807
30180,55168,34274
30182,41563,2666
30183,54789,5282
30184,59372,6847
30185,53237,3892
30187,68778,8740
30188,71100,52380
30189,77757,36859
30204,35125,13493
30205,60015,3061
30206,48987,2958
30213,58162,29384
30214,73168,28913
30215,82019,33665
30216,55204,2159
30217,41273,9433
30218,45771,1974
30220,51954,5533
30222,38023,4042
30223,38683,36769
30224,47382,25197
30228,61756,38569
30230,39521,9103
30233,50722,23218
30234,60422,1934
30236,49028,46434
30238,47137,34713
30240,48715,30014
30241,37889,23176
30248,66520,23249
30250,44949,679
30251,45804,2342
30252,74974,41428
30253,61629,49380
30256,55159,2826
30257,47451,4138
30258,47292,2622
30259,50197,3041
30260,43644,23244
30263,51498,53008
30265,71162,31713
30268,55988,9090
30269,93642,35069
30273,54342,14709
30274,39921,31893
30275,61040,19
30276,66428,13866
30277,75308,20270
30281,60375,66140
30284,48382,55
30285,44193,707
30286,33598,23490
30288,46214,8929
30289,62081,82
30290,82276,8286
30291,42888,21010
30292,51052,5943
30293,34457,2981
30294,57680,39865
30295,53888,4159
30296,47629,25840
30297,32331,27188
30303,27682,5934
30305,82654,22999
30306,83987,22246
30307,82543,18004
30308,51700,15413
30309,68825,21845
30310,26367,26912
30311,33268,32218
30312,46321,19360
30313,31331,9495
30314,23859,22020
30315,24765,29481
30316,43450,31110
30317,46559,11970
30318,44861,49736
30319,84592,38423
30322,24943,2023
30324,59794,24267
30326,102044,4802
30327,141205,22208
30328,84198,30348
30329,45861,28539
30331,48169,54094
30332,35461,2970
30334,52969,1
30336,49403,971
30337,29723,11505
30338,91781,33617
30339,65986,18304
30340,42561,29394
30341,60391,31793
30342,79736,29879
30344,43223,31776
30345,72954,23129
30346,60450,4696
30349,49881,67602
30350,73644,34740
30354,29580,14857
30360,52696,14536
30363,57276,2680
30401,29455,13500
30410,36335,2168
30411,31265,4371
30412,36667,80
30413,29105,1575
30415,49615,6780
30417,39349,11090
30420,31621,1460
30421,33837,3381
30423,44971,120
30425,27334,988
30426,34647,1100
30427,42048,12864
30428,38692,2766
30429,40553,205
30434,30462,5728
30436,32673,11961
30438,40888,74
30439,22930,5786
30441,33133,1663
30442,28542,7698
30445,34383,3285
30446,42931,1357
30448,30759,81
30449,38616,119
30451,37209,33
30452,42250,1567
30453,40998,9703
30454,34433,538
30455,22833,597
30456,34931,2119
30457,37079,6424
30458,29709,40913
30460,5816,427
30461,33613,12643
30464,30858,78
30467,32846,12600
30470,41809,517
30471,29513,4487
30473,34144,2972
30474,33418,16594
30475,27191,52
30477,23570,3070
30501,40129,28048
30504,42235,22463
30506,58680,41667
30507,43863,28399
30510,39200,8291
30511,35536,3186
30512,41325,19490
30513,31667,11019
30516,37507,2054
30517,65224,11963
30518,68691,45211
30519,71958,39812
30520,34860,4426
30521,34826,4944
30522,27078,829
30523,46965,12904
30525,31787,7364
30527,59509,4043
30528,39026,22679
30529,43763,10920
30530,43047,6752
30531,35576,11279
30533,42996,25296
30534,52124,26685
30535,37084,7042
30536,20618,4556
30537,43477,1249
30538,38162,2854
30540,36587,17297
30541,35808,1603
30542,63340,31946
30543,50748,4487
30545,47377,936
30546,39556,6496
30547,45591,3268
30548,75767,15870
30549,59284,22500
30552,41789,1697
30553,37616,7232
30554,43200,8535
30555,37209,2061
30557,38531,4975
30558,41478,5456
30559,38077,4333
30560,35238,4599
30562,43772,1128
30563,42430,5373
30564,57380,4463
30565,44389,4758
30566,49458,7906
30567,53181,2981
30568,43772,1877
30571,47793,3682
30572,37756,1260
30573,45265,163
30575,62303,1375
30576,40462,2521
30577,34257,22230
30581,42227,73
30582,41577,4567
30601,22799,20835
30602,10625,2409
30605,32447,39952
30606,45829,40225
30607,45348,10895
30609,10625,1956
30619,41528,1440
30620,54028,12486
30621,63829,5109
30622,65534,10344
30623,51768,154
30624,35353,2611
30625,50734,2438
30627,34524,2273
30628,39122,6556
30629,40175,4531
30630,39116,2438
30631,23227,1767
30633,45031,8474
30634,32625,2281
30635,30806,16109
30641,54996,1810
30642,48456,11001
30643,35494,16382
30646,40433,6946
30648,37557,2988
30650,41921,11708
30655,46331,24136
30656,52101,15133
30660,36362,1191
30662,38732,8537
30663,48138,3032
30664,22188,38
30665,34250,80
30666,50873,8659
30667,45185,1035
30668,23102,1533
30669,29582,3313
30673,28732,7897
30677,73008,17065
30678,39038,1294
30680,48674,37837
30683,41683,6749
30701,37491,37979
30705,37405,33566
30707,42831,16483
30708,33511,293
30710,45465,6661
30711,33877,3569
30720,46487,26895
30721,37837,53601
30725,36359,4647
30726,51115,56
30728,37536,19612
30730,36546,1993
30731,34047,2428
30733,38798,2080
30734,7253,600
30735,36868,5350
30736,55081,41029
30738,49983,3799
30739,57173,5571
30740,52137,8600
30741,34697,29290
30742,34622,7460
30746,40716,1223
30747,33651,16859
30750,53837,4125
30751,33511,91
30752,39450,9800
30753,31909,6697
30755,46929,9590
30756,48525,74
30757,36301,1787
30802,61604,6321
30803,39967,741
30805,44341,2734
30807,30678,92
30808,38150,4615
30809,91055,38168
30810,37058,2138
30812,43011,363
30813,54384,30415
30814,39274,8150
30815,48065,39640
30816,33526,2109
30817,22873,4360
30818,29918,555
30820,35574,1205
30821,30702,882
30822,25918,526
30823,36985,1800
30824,33655,17201
30828,31984,4368
30830,32969,13966
30833,29918,4043
30901,18901,16445
30903,65635,585
30904,32890,25666
30905,49429,8955
30906,36768,57748
30907,67272,50913
30909,45904,41585
30912,15438,296
31001,25610,4816
31002,34480,2910
31003,38229,112
31005,80484,15102
31006,29610,4923
31007,29578,1117
31008,56351,18453
31009,38675,1477
31011,26061,923
31012,5906,419
31014,33416,12806
31015,29845,21938
31016,51523,1517
31017,30929,1985
31018,39794,2837
31019,45338,2318
31020,27348,2541
31021,41960,28549
31022,52323,1424
31023,31162,15340
31024,41259,20039
31025,49125,1226
31027,34862,10012
31028,61363,5912
31029,43626,16287
31030,34773,18977
31031,40148,6576
31032,52864,13993
31033,47112,2660
31035,39872,1364
31036,36260,12998
31037,26309,4313
31038,38752,761
31039,24770,74
31041,35694,988
31042,32156,1841
31044,27087,2911
31045,28636,73
31046,64617,3343
31047,77209,11193
31049,36613,1806
31050,45591,965
31051,29375,187
31052,54412,8652
31054,32686,1671
31055,25295,8245
31057,31014,2182
31058,38439,2123
31060,24720,1915
31061,37323,43755
31062,30912,495
31063,25579,5666
31064,40813,9450
31065,51789,1118
31066,23843,1147
31067,31925,222
31068,33060,5425
31069,55311,18948
31070,31038,998
31071,42748,1199
31072,27323,1326
31075,44266,2496
31076,27922,3064
31077,32078,1275
31078,25808,3566
31079,34634,2398
31081,24770,251
31082,30384,10408
31083,26031,362
31084,26172,129
31085,44460,1043
31087,23403,9656
31088,57893,50163
31089,32520,4838
31090,37622,1038
31091,31259,5189
31092,31316,7420
31093,41030,28087
31094,34121,1114
31096,25265,7395
31097,44573,1302
31098,47965,2888
31201,21694,8761
31204,33683,31482
31206,27999,29072
31207,9300,974
31210,62369,30968
31211,43031,16282
31216,60590,16109
31217,31974,18408
31220,57138,13839
31301,32609,4591
31302,54152,7853
31303,64996,1999
31304,37917,132
31305,39455,5989
31307,45463,998
31308,47290,7305
31309,47387,1210
31312,56808,16443
31313,44069,40302
31314,70281,1931
31315,35846,7488
31316,40506,9749
31318,45463,341
31320,54503,8794
31321,48835,6326
31322,42819,13264
31323,34008,1762
31324,77106,20495
31326,61642,19269
31327,37917,195
31328,53309,3306
31329,55857,9034
31331,37665,7856
31401,22949,21685
31404,30787,31024
31405,41926,37207
31406,51711,33965
31408,29458,8272
31409,34405,652
31410,66667,23654
31411,96925,8384
31415,24331,12089
31419,52206,50954
31501,36731,15576
31503,38920,21116
31510,33926,9848
31512,42892,2248
31513,36526,16084
31516,39194,14735
31518,46963,704
31519,34101,3569
31520,29871,22336
31522,80117,14447
31523,57919,13229
31525,51250,28247
31527,61572,805
31532,35439,727
31533,35017,17494
31535,34351,11264
31537,40941,10097
31539,33279,14468
31542,40709,2811
31543,37031,4796
31544,20620,994
31545,35806,16133
31546,38366,8095
31547,41860,1293
31548,47057,20020
31549,21879,2239
31550,33597,780
31551,43570,1020
31552,44784,932
31553,34041,5237
31554,29921,7076
31555,39105,2868
31556,38598,67
31557,38682,3043
31558,54294,20373
31560,40928,2842
31561,86585,298
31562,39803,2177
31563,45582,1324
31565,38824,1841
31566,37327,3471
31567,27107,782
31568,38824,1273
31569,58519,5580
31601,28722,32730
31602,43060,34702
31605,48117,17009
31606,45592,3861
31620,36758,10690
31622,31308,2178
31624,35339,1273
31625,46382,1171
31626,31174,3463
31627,32928,239
31629,36016,902
31630,10387,167
31631,24146,559
31632,52552,9746
31634,3886,1030
31635,34697,6513
31636,44756,9539
31637,24294,2848
31638,46323,1045
31639,31698,10537
31641,39577,1831
31642,33711,4892
31643,35901,8709
31645,34291,4554
31647,35937,3535
31648,30625,1040
31649,48558,1056
31650,33245,3311
31698,18799,2223
31699,54177,621
31701,24689,20552
31705,28735,35565
31707,40864,25299
31709,35726,16019
31711,35759,867
31712,34965,1263
31714,27658,6474
31716,38001,2896
31719,30202,10977
31720,37641,455
31721,67836,20095
31722,32456,494
31730,37014,9682
31733,55199,1580
31735,33050,817
31738,33526,2102
31743,35498,630
31744,39263,3202
31747,32456,281
31749,29891,2783
31750,30451,18687
31756,45433,966
31757,37171,10451
31763,58899,23304
31764,34475,1296
31765,29855,2647
31768,32659,23617
31771,31458,5666
31772,35750,482
31773,46156,3729
31774,34049,6714
31775,31353,2979
31778,38052,2562
31779,35429,9927
31780,32438,2285
31781,34540,1752
31783,42587,1107
31784,39800,781
31787,40714,1488
31788,39808,10602
31789,33785,1236
31790,40530,2078
31791,37693,12354
31792,35430,23835
31793,43511,9043
31794,36483,27153
31795,43525,2010
31796,35750,1112
31798,35542,983
31801,40760,3008
31803,30811,5662
31804,77075,5934
31805,45219,3191
31806,32689,4962
31807,67780,2483
31808,70197,6679
31810,27377,225
31811,64447,5103
31812,32032,565
31814,32891,272
31815,32526,3675
31816,31872,6091
31820,73748,8473
31821,32891,250
31822,53562,5429
31823,47018,754
31824,23789,1838
31825,25211,2312
31826,41901,2350
31827,37983,2134
31829,78706,1370
31830,40054,2191
31831,63258,3095
31832,19787,217
31833,45581,6900
31836,34886,1154
31901,19531,8638
31903,24295,20128
31904,51306,32871
31905,94607,16044
31906,38249,21757
31907,38710,48170
31909,56878,35177
32003,86777,27126
32008,36554,5309
32009,62643,3325
32011,56680,13854
32024,43185,18706
32025,38219,22380
32026,41433,1959
32033,51131,4118
32034,56569,24637
32038,38594,9228
32040,50848,7604
32043,57042,24460
32044,43890,2060
32046,49169,9410
32052,4558,1087
32053,38403,3801
32054,38547,12075
32055,25541,12636
32058,46607,4251
32059,38052,2377
32060,32973,18175
32061,35849,283
32062,38224,2449
32063,48590,13429
32064,22625,3853
32065,65307,32770
32066,24177,4148
